"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 7:50:44","0","0","19","35.885","0.288","8","78","19","31.25","15","15","172","391","0","18","12","10","True","True","True","0.004","0.016","0","0","1920","1080","0","0","1920","1080","19","4","4","8","True","897","524","31","55","60262","2089","299","168417","2.8426","0.0762","2.7664","normal","True","False","False"
"2026/6/25 7:50:45","0","0","19","35.885","0.288","4.566","109","19","66.666","16","16","172","452","0","18","12","10","True","True","True","0.002","0.017","0","0","1920","1080","0","0","1920","1080","19","4","4","8","True","636","503","29","53","67642","2620","300","168417","3.3066","0.085","3.2216","normal","True","False","False"
"2026/6/25 7:50:46","0","0","19","35.885","0.288","5.347","47","19","62.5","31","31","172","512","0","20","12","10","True","True","True","0.003","0.017","0","0","1920","1080","0","0","1920","1080","19","4","4","9","True","753","457","40","71","74400","2632","303","168417","9.3207","0.0626","9.2581","normal","True","False","False"
"2026/6/25 7:50:47","85.1317","85.1317","20","35.885","0.288","5.813","110","20","62.5","16","16","172","572","0","39","27","24","True","True","True","0.003","0.017","0","0","1920","1080","0","0","1920","1080","20","4","4","10","True","766","497","31","56","78798","2644","322","168417","4.609","0.0894","4.5196","normal","True","False","False"
"2026/6/25 7:50:48","0","0","24","5.409","0.296","5.813","172","24","62.5","15","0","172","631","0","39","27","24","True","True","True","0.003","0.017","0","0","1920","1080","0","0","1920","1080","24","6","6","10","True","776","494","31","57","85953","2888","319","168417","3.0643","0.1034","2.9609","normal","True","False","False"
"2026/6/25 7:50:49","0","0","24","5.409","0.296","4","125","24","66.666","16","0","172","690","0","39","27","24","True","True","True","0.003","0.017","0","0","1920","1080","0","0","1920","1080","24","6","6","10","True","776","494","31","57","93368","3289","319","168417","2.7876","0.0822","2.7054","normal","True","False","False"
"2026/6/25 7:50:50","67.8818","67.8818","24","5.409","0.296","2.785","63","24","66.666","16","16","172","750","0","40","27","24","True","True","True","0.003","0.017","0","0","1920","1080","0","0","1920","1080","24","6","6","10","True","776","494","31","57","100433","3311","319","168417","2.7992","0.0879","2.7113","normal","True","False","False"
"2026/6/25 7:50:51","41.6335","41.6335","25","5.409","0.263","4.566","62","25","62.5","15","0","172","809","0","40","27","24","True","True","True","0.005","0.017","0","0","1920","1080","0","0","1920","1080","25","6","6","11","True","776","494","31","57","107465","3504","318","168417","2.9735","0.0907","2.8828","normal","True","False","False"
"2026/6/25 7:50:52","79.1803","79.1803","25","5.409","0.263","4","375","25","66.666","31","31","172","869","0","42","27","24","True","True","True","0.004","0.017","0","0","1920","1080","0","0","1920","1080","25","6","6","11","True","776","494","31","57","114763","3921","318","168417","4.8907","0.0818","4.8089","normal","True","False","False"
"2026/6/25 7:50:53","75.1394","75.1394","25","5.409","0.263","4.273","172","25","62.5","0","0","188","927","0","55","38","34","True","True","True","0.002","0.017","0","0","1920","1080","0","0","1920","1080","25","7","7","10","True","776","494","31","57","120235","3973","326","168417","2.8758","0.0912","2.7846","normal","True","False","False"
