"captured_at","fps","entity_count","entity_process_hz","entity_scan_hz","view_matrix_ok","view_matrix_resolved","view_matrix_valid","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 2:23:55","0","17","14.709","1.6","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","157467","11079","406","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:23:56","0","19","14.709","1.361","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","164563","11587","405","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:23:57","0","19","12.077","1.422","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","171862","12135","404","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:23:58","0","19","12.077","1.391","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","178920","12650","403","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:23:59","0","19","12.077","1.362","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","183695","12970","411","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:00","0","19","12.077","0.865","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","190861","13442","410","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:01","0","19","12.077","1.255","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","198325","13912","408","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:02","0","19","13.963","1.524","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","205731","14498","407","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:03","0","19","13.963","1.563","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","213187","15008","406","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:04","0","19","13.963","1.255","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","218611","15432","412","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:05","0","19","13.963","1.104","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","226121","15954","410","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:06","0","19","13.963","1.305","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","233370","16445","409","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:07","0","19","13.963","1.28","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","240585","16885","408","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:08","0","17","13.963","1.23","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","247163","17359","409","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:09","0","17","13.963","1.362","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","254847","17967","408","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:10","0","17","13.426","1.488","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","260143","18355","412","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:11","0","17","13.426","1.73","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","267772","18937","411","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:12","0","17","13.426","1.42","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","275269","19448","410","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:13","0","17","13.426","1.456","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","282642","19956","409","163127","2.9788","0.0623","2.9165","normal","True","False","False"
"2026/6/25 2:24:14","0","17","15.178","1.333","True","True","True","1920","1080","0","0","1920","1080","17","9","9","5","True","1422","555","19","34","290306","20548","408","163127","2.9788","0.0623","2.9165","normal","True","False","False"
