"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","cold_base_budget_enabled","cold_base_budget_limit","cold_base_budget_used_count","cold_base_deferred_count","candidate_backoff_enabled","candidate_backoff_min_failures","candidate_backoff_active_count","candidate_backoff_blocked_count","candidate_backoff_skipped_count","candidate_backoff_failure_count","candidate_backoff_soft_failure_count","candidate_backoff_probe_count","candidate_backoff_success_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 20:32:20","468.666","468.666","17","18.287","0.516","32.258","78","17","0.551572","0.551572","0.551572","0.551572","0","0","0","1809.73","21","0","35","1102","19","1","15","0","29.376","191","4","0","0.004","0.022","1.065","0","0","0","0","0","7.97","0","0","0.491","0.013","60","60","0","0","15","0","0","1","4","0","0","1","2","4","2","2","0","0","0","0","33108","0","0","0","62.5","0","0","390","16340","0","405","324","264","True","True","True","0.002","0.042","0","0.013","1920","1080","0","0","1920","1080","17","11","11","3","True","1660","623","28","50","441389","14180","404","189577","2.8951","0.0449","2.8502","normal","True","False","False"
"2026/6/25 20:32:22","461.576","461.576","19","23.706","0.547","31.25","78","19","0.524659","0.524659","0.524659","0.524659","0","0","0","1894.98","23","0","36","1092","21","1","17","0","29.589","195","6","0","0.002","0.023","1.39","0","0","0.002","0","0","8.211","0","0","0.314","0.014","51","51","0","0","17","0","0","1","4","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","62.5","0","0","390","17270","0","405","324","264","True","True","True","0.002","0.042","0","0.013","1920","1080","0","0","1920","1080","19","12","12","4","True","1791","686","35","63","454789","14611","404","189577","3.3235","0.0585","3.265","normal","True","False","False"
"2026/6/25 20:32:24","457.474","457.474","19","23.706","0.529","32.258","78","19","0.515996","0.515996","0.515996","0.515996","0","0","0","1934.41","23","0","37","1074","21","1","17","0","34.685","239","16","0","0.002","0.018","2.458","0.296","0","0","0","0","8.899","0","0","0.562","0.012","51","51","0","0","17","0","0","1","4","0","0","1","2","4","2","2","0","0","0","0","35328","1","0","0","62.5","15","0","390","18189","0","405","324","264","True","True","True","0.001","0.042","0","0.013","1920","1080","0","0","1920","1080","19","11","11","4","True","1802","688","36","66","468131","15039","404","189577","1.8707","0.0449","1.8258","normal","True","False","False"
"2026/6/25 20:32:26","468.508","468.508","19","23.557","0.516","32.258","62","19","0.533333","0.533333","0.533333","0.533333","0","0","0","1875.44","23","0","38","1098","21","1","17","0","34.236","244","18","0","0.002","0.019","2.354","0.8","0","0","0","0","11.476","0","0","0.46","0.012","51","51","0","0","17","0","0","1","4","0","0","1","2","4","2","2","0","0","0","0","35328","1","0","0","66.666","0","0","390","19132","0","482","386","317","True","True","True","0.001","0.042","0","0.013","1920","1080","0","0","1920","1080","19","10","10","5","True","1251","600","16","29","479955","15402","405","189577","2.9359","0.0456","2.8903","normal","True","False","False"
"2026/6/25 20:32:28","469.086","469.086","19","20","0.529","15.873","0","19","0.457247","0.457247","0.457247","0.457247","0","0","0","2178","23","0","39","1091","20","1","16","0","64.744","439","12","0","0.002","0.018","2.281","0.004","10.075","0","0.002","0","13.8","13.274","3.703","0.272","0.011","52","52","0","0","12","4","48","1","4","4","0","1","2","5","3","3","0","0","0","0","35328","0","0","12","62.5","0","0","390","20077","0","482","386","317","True","True","True","0.003","0.042","0","0.013","1920","1080","0","0","1920","1080","19","10","10","5","True","1250","600","16","29","493404","15830","405","189577","2.1906","0.0457","2.1449","normal","True","False","False"
"2026/6/25 20:32:30","460.727","460.727","20","26.304","0.457","15.873","0","20","0.496032","0.496032","0.496032","0.496032","0","0","0","2014.85","24","0","40","1094","21","1","17","0","66.298","448","9","0","0.004","0.026","3.274","0.002","14.188","0","0.001","0","10.419","9.937","4.871","0.438","0.01","55","55","0","0","13","4","48","1","4","4","0","1","2","5","3","3","0","0","0","0","36972","0","0","12","62.5","0","0","390","21000","0","482","386","317","True","True","True","0.003","0.042","0","0.013","1920","1080","0","0","1920","1080","20","12","12","4","True","1770","642","29","52","506602","16221","404","189577","1.9083","0.0507","1.8576","normal","True","False","False"
"2026/6/25 20:32:32","470.695","470.695","18","26.667","0.496","12.658","0","18","0.484966","0.484966","0.484966","0.484966","0","0","0","2050.27","22","0","41","1076","21","1","17","0","74.672","467","16","0","0.003","0.016","6.112","0.002","11.248","0","0.002","0","12.634","12.445","5.664","0.332","0.009","68","68","0","0","13","4","48","1","4","4","0","1","2","5","3","1","0","0","0","0","36972","0","0","12","62.5","0","0","390","21945","0","482","386","317","True","True","True","0.001","0.042","0","0.013","1920","1080","0","0","1920","1080","18","12","12","4","True","1597","622","27","48","519857","16603","404","189577","1.9958","0.051","1.9448","normal","True","False","False"
"2026/6/25 20:32:34","468.12","468.12","18","26.667","0.489","21.276","62","18","0.415455","0.415455","0.415455","0.415455","0","0","0","2402.45","22","0","42","1088","21","1","17","0","41.363","269","0","0","0.002","0.015","1.277","0.001","0","0","0","0","11.544","2.871","1.929","0.94","0.011","51","51","0","0","17","0","0","1","4","0","0","1","2","5","1","1","0","0","0","0","36972","0","0","3","66.666","0","0","390","22889","0","574","460","377","True","True","True","0.001","0.042","0","0.013","1920","1080","0","0","1920","1080","18","13","13","3","True","1724","624","28","52","531227","16914","406","189577","1.8978","0.0371","1.8607","normal","True","False","False"
"2026/6/25 20:32:36","462.128","462.128","18","22.857","0.489","31.25","78","18","0.415455","0.415455","0.415455","0.415455","0","0","0","2402.45","22","0","42","1088","21","1","17","0","29.342","187","0","0","0.002","0.028","1.34","0","0","0","0","0","10.565","0","0.001","0.432","0.012","68","68","0","0","17","0","0","1","4","0","0","1","2","5","1","1","0","0","0","0","36972","0","0","0","62.5","0","0","390","23808","0","574","460","377","True","True","True","0.001","0.042","0","0.013","1920","1080","0","0","1920","1080","18","12","12","4","True","1805","688","37","67","544517","17312","406","189577","2.8531","0.0405","2.8126","normal","True","False","False"
"2026/6/25 20:32:38","470.161","470.161","18","25.773","0.413","21.276","62","18","0.481232","0.481232","0.481232","0.481232","0","0","0","2063.94","22","0","43","1090","21","1","17","0","43.207","282","0","0.001","0.003","0.019","3.714","0.866","0","0","0","0","10.448","0","0","0.49","0.009","68","68","0","0","17","0","0","1","4","0","0","1","2","5","1","1","0","0","0","0","33108","2","0","0","66.666","0","0","390","24755","0","574","460","377","True","True","True","0.005","0.042","0","0.013","1920","1080","0","0","1920","1080","18","9","9","5","True","1251","600","16","29","557674","17715","405","189577","2.1451","0.05","2.0951","normal","True","False","False"
"2026/6/25 20:32:40","465.807","465.807","17","25.094","0.485","32.258","78","17","0.477783","0.477783","0.477783","0.477783","0","0","0","2101.39","22","0","44","1094","21","1","17","0","25.235","163","0","0","0.002","0.022","1.376","0.001","0","0","0","0","7.012","0","0","1.056","0.012","60","60","0","0","15","0","0","1","4","0","0","1","2","5","3","3","0","0","0","0","33108","0","0","0","66.666","0","0","390","25689","0","574","460","377","True","True","True","0.003","0.042","0","0.013","1920","1080","0","0","1920","1080","17","9","9","5","True","1251","600","16","29","570926","18124","405","189577","2.1313","0.0506","2.0807","normal","True","False","False"
"2026/6/25 20:32:42","465.345","465.345","17","27.624","0.474","21.276","78","17","0.473934","0.473934","0.473934","0.473934","0","0","0","2103.46","21","0","45","1093","19","1","15","0","43.883","293","0","0","0.001","0.014","1.608","0","0","0","0","0","15.848","0","0","0.523","0.013","45","45","0","0","15","0","0","1","4","0","0","1","2","5","3","2","0","0","0","0","33108","0","0","0","62.5","0","0","390","26613","0","651","523","430","True","True","True","0.002","0.042","0","0.013","1920","1080","0","0","1920","1080","17","9","9","5","True","1250","600","16","28","582807","18529","406","189577","1.9585","0.0495","1.909","normal","True","False","False"
"2026/6/25 20:32:44","469.219","469.219","19","22.198","0.474","21.276","94","19","0.444444","0.444444","0.444444","0.444444","0","0","0","2243.79","23","0","46","1090","21","1","17","0","45.097","292","0","0","0.005","0.02","1.794","0.001","0","0","0.001","0","15.485","0","0","0.382","0.011","51","51","0","0","17","0","0","1","4","0","0","1","2","5","2","2","0","0","0","0","36972","0","0","0","62.5","16","16","390","27557","0","651","523","430","True","True","True","0.002","0.042","0","0.013","1920","1080","0","0","1920","1080","19","12","12","4","True","1734","627","28","51","596273","18935","406","189577","2.0614","0.0621","1.9993","normal","True","False","False"
"2026/6/25 20:32:46","465.62","465.62","19","22.198","0.444","9.174","0","19","0.533333","0.533333","0.533333","0.533333","0","0","0","1861.38","23","0","47","1087","21","1","17","0","108.178","712","0","0","0.002","0.016","4.607","0.005","20.903","0","0.002","0","22.767","20.264","7.592","0.585","0.01","55","55","0","0","13","4","48","1","4","4","0","1","2","5","2","2","0","0","0","0","36972","0","0","12","66.666","0","0","390","28493","0","651","523","430","True","True","True","0.002","0.042","0","0.013","1920","1080","0","0","1920","1080","19","13","13","3","True","1596","622","27","48","609749","19335","405","189577","2.1346","0.0535","2.0811","normal","True","False","False"
"2026/6/25 20:32:48","440.326","440.326","19","17.778","0.538","32.258","109","19","0.571429","0.571429","0.571429","0.571429","0","0","0","1752.13","23","0","48","1089","21","1","17","0","31.048","190","0","0","0.002","0.018","1.213","0","0","0","0","0","7.647","0","0","0.804","0.011","51","51","0","0","17","0","0","1","4","0","0","1","2","5","2","2","0","0","0","0","36972","0","0","0","66.666","0","0","390","29375","0","735","588","481","True","True","True","0.003","0.042","0","0.013","1920","1080","0","0","1920","1080","19","13","13","3","True","1762","640","29","52","620731","19734","407","189577","2.2927","0.075","2.2177","normal","True","False","False"
