"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_root_ms","scan_list_read_ms","scan_slot_walk_ms","scan_record_build_ms","scan_match_link_ms","scan_cn_ne_target_map_ms","scan_cn_ne_self_validation_ms","scan_component_only_validation_ms","scan_dynamic_pair_ms","scan_finalize_ms","scan_dma_reads_delta","scan_dma_fail_delta","scan_list_read_count","scan_list_read_fail_count","scan_list_fallback_read_count","scan_record_add_attempt_count","scan_record_duplicate_count","scan_record_header_read_count","scan_record_header_fail_count","scan_record_remote_fallback_read_count","scan_pool_id_read_count","scan_match_lookup_count","scan_match_lookup_hit_count","scan_add_pair_attempt_count","scan_add_pair_duplicate_count","scan_link_decrypt_attempt_count","scan_link_decrypt_success_count","scan_playable_validation_attempt_count","scan_playable_validation_success_count","scan_cn_ne_map_candidate_count","scan_cn_ne_target_map_attempt_count","scan_cn_ne_target_map_success_count","scan_cn_ne_bucket_entry_scan_count","scan_component_only_validation_attempt_count","scan_component_only_validation_success_count","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_prepare_requested_count","hot_scatter_prepare_success_count","hot_scatter_prepare_fail_count","hot_scatter_execute_count","hot_scatter_execute_fail_count","hot_scatter_bytes_requested","hot_scatter_bytes_read","hot_scatter_short_read_count","hot_scatter_batch_items","hot_scatter_batch_requests","hot_scatter_estimated_unique_pages","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/26 5:48:18","420.696","420.696","17","40.844","0","5.347","63","17","0.477555","0.477555","0.477555","0.477555","4","0","0","2097.52","26","15","1","1.434","6.17","0.003","710.463","596.47","1130.61","6.282","213.121","0.003","0","13610","563","68","40","64","7168","1","1106","0","1272","1105","17","17","43","17","1153","17","1106","0","2304","34","34","17","1151","5","1106","26","0","0","0","186.846","1249","0","0","0.003","0.024","8.497","0","31.648","0.001","0.004","0","19.803","31.651","13.94","32.148","0.014","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","10","120","36972","0","0","36","66.666","16","16","172","1409","0","89","76","63","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","17","7","7","8","True","278","510","41","75","37563","1118","350","159612","3.3804","0.0587","3.3217","normal","True","False","False"
"2026/6/26 5:48:20","430.539","430.539","17","40.844","0.471","6.41","32","17","1.26008","1.26008","0.252016","0.252016","13","0","0","3951.27","26","63","2","0.19","19.39","0","1043.68","1166.01","2343.75","16.966","476.151","0.004","0.001","24844","555","68","40","64","7168","1","1094","0","1260","1093","17","17","43","17","1139","17","1094","0","2279","34","34","17","1140","5","1094","26","0","0","0","155.334","1044","0","0","0.003","0.019","6.447","0","35.3","0","0.004","0","13.62","37.04","15.437","1.599","0.019","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","10","120","33108","2","0","30","62.5","0","0","172","2279","0","89","76","63","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","17","7","7","7","True","278","511","41","74","51720","1680","358","159612","2.0562","0.0583","1.9979","normal","True","False","False"
"2026/6/26 5:48:22","394.888","394.888","17","8.241","0.25","8","78","17","2.58065","2.58065","0.258065","0.258065","15","0","0","3805.76","26","16","3","0.612","18.795","0.001","1223.31","1159.27","2108.44","10.655","391.318","0.003","0","25694","596","68","40","64","7168","2","1105","0","1272","1104","17","17","41","17","1150","17","1105","0","2300","34","34","17","1150","3","1105","24","0","0","0","114.208","773","4","0","0.001","0.017","5.664","0","16.014","0.001","0.001","0","17.64","18.785","12.29","0.677","0.011","66","66","66","0","7","0","65064","65064","0","12","48","65","66","0","0","12","10","136","33108","0","0","18","66.666","0","0","172","3086","0","89","76","63","True","True","True","0.003","0.019","0","0","1920","1080","0","0","1920","1080","17","7","7","7","True","278","510","41","74","65226","1786","366","159612","1.9711","0.0527","1.9184","normal","True","False","False"
"2026/6/26 5:48:24","396.83","396.83","17","8.241","0.25","5.847","110","17","2.58065","2.58065","0.258065","0.258065","15","0","0","3805.76","26","16","3","0.612","18.795","0.001","1223.31","1159.27","2108.44","10.655","391.318","0.003","0","25694","596","68","40","64","7168","2","1105","0","1272","1104","17","17","41","17","1150","17","1105","0","2300","34","34","17","1150","3","1105","24","0","0","0","163.915","1115","4","0","0.002","0.016","5.411","0.001","23.971","0","0.003","0","10.76","36.456","11.445","33.33","0.014","66","66","66","0","7","0","65064","65064","0","12","48","65","66","0","0","12","10","136","33108","0","0","33","66.666","16","0","172","3882","0","163","137","114","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","17","7","7","7","True","278","510","41","75","77042","2333","382","161291","2.0572","0.0475","2.0097","normal","True","False","False"
"2026/6/26 5:48:26","419.534","419.534","17","8.241","0.261","10.638","31","17","0.73278","0.73278","0.24426","0.24426","18","0","0","4076.85","30","16","4","0.2","14.843","0.013","1439.39","1094.29","2113.16","18.757","442.018","0.006","0","25571","674","68","40","64","7168","2","1103","0","1270","1102","17","17","43","17","1149","17","1103","0","2297","34","34","17","1148","5","1103","26","0","0","0","105.693","677","2","0","0.001","0.017","5.69","0","18.495","0","0.006","0","14.523","24.776","6.98","0.449","0.016","66","66","66","0","7","0","65064","65064","0","12","48","65","66","0","0","12","10","135","33108","0","0","18","62.5","0","0","172","4676","0","163","137","114","True","True","True","0.002","0.019","0","0","1920","1080","0","0","1920","1080","17","7","7","7","True","278","511","41","74","90365","2391","383","161291","2.1028","0.0596","2.0432","normal","True","False","False"
"2026/6/26 5:48:28","420.266","420.266","19","8.241","0.261","4.587","125","19","0.73278","0.73278","0.24426","0.24426","23","0","0","4076.85","30","47","4","0.2","14.843","0.013","1439.39","1094.29","2113.16","18.757","442.018","0.006","0","25571","674","68","40","64","7168","2","1103","0","1270","1102","17","17","43","17","1149","17","1103","0","2297","34","34","17","1148","5","1103","26","0","0","0","217.569","1426","4","0","0.002","0.023","7.683","0.002","30.486","0.001","0.008","0","21.601","72.445","30.978","0.3","0.013","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","14","184","36972","0","0","63","66.666","0","0","172","5487","0","163","137","114","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","19","7","7","9","True","278","510","41","75","104276","3006","383","161291","1.8669","0.0584","1.8085","normal","True","False","False"
"2026/6/26 5:48:31","455.856","455.856","19","6.498","0.242","4.587","94","19","2.28542","2.28542","0.253936","0.253936","26","0","0","3883.97","30","15","5","0.737","18.376","0.001","1136.42","1284.89","2249.54","14.679","400.964","0.004","0","26174","650","68","40","64","7168","2","1113","0","1280","1112","17","17","43","17","1158","17","1113","0","2318","34","34","17","1160","5","1113","26","0","0","0","217.987","1508","4","0","0.002","0.016","14.327","0","25.819","0","0.004","0.001","31.405","59.924","32.381","0.452","0.008","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","14","184","36972","0","0","63","62.5","0","0","172","6331","0","163","137","114","True","True","True","0.002","0.019","0","0","1920","1080","0","0","1920","1080","19","7","7","9","True","278","510","41","75","117544","3107","385","161291","2.0455","0.0518","1.9937","normal","True","False","False"
"2026/6/26 5:48:33","381.518","381.518","19","6.498","0.242","4.926","63","19","2.28542","2.28542","0.253936","0.253936","26","0","0","3883.97","30","15","5","0.737","18.376","0.001","1136.42","1284.89","2249.54","14.679","400.964","0.004","0","26174","650","68","40","64","7168","2","1113","0","1280","1112","17","17","43","17","1158","17","1113","0","2318","34","34","17","1160","5","1113","26","0","0","0","206.171","1308","4","0","0.004","0.021","8.808","0.001","32.203","0.001","0.003","0","21.873","76.149","21.331","0.345","0.034","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","14","184","36972","0","0","51","62.5","0","0","172","7130","0","163","137","114","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","19","7","7","9","True","278","511","41","74","131253","3630","385","161291","1.9539","0.0496","1.9043","normal","True","False","False"
"2026/6/26 5:48:35","403.203","403.203","17","6.498","0.242","5.813","141","17","2.28542","2.28542","0.253936","0.253936","26","0","0","3883.97","30","15","5","0.737","18.376","0.001","1136.42","1284.89","2249.54","14.679","400.964","0.004","0","26174","650","68","40","64","7168","2","1113","0","1280","1112","17","17","43","17","1158","17","1113","0","2318","34","34","17","1160","5","1113","26","0","0","0","166.898","1145","4","0.001","0.002","0.024","9.555","0","23.403","0","0.005","0.001","22.78","32.962","12.515","0.554","0.013","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","14","184","36972","0","0","30","62.5","0","0","437","7946","0","341","302","272","True","True","True","0.002","0.019","0","0","1920","1080","0","0","1920","1080","17","6","6","10","True","278","510","41","74","140680","3659","402","205642","2.1567","0.0581","2.0986","normal","True","False","False"
"2026/6/26 5:48:37","377.369","377.369","17","6.498","0.256","5.813","187","17","0.934361","0.934361","0.23359","0.23359","31","0","0","4253.25","28","16","6","2.008","18.916","0","1131.19","1083.7","2548.79","17.6","482.312","0.003","0","24765","617","68","40","64","7168","2","1090","0","1257","1089","17","17","43","17","1136","17","1090","0","2271","34","34","17","1135","5","1090","26","0","0","0","171.516","1179","2","0","0.001","0.02","13.961","0.003","31.798","0","0.006","0","19.878","32.54","13.047","0.31","0.011","78","78","78","0","11","0","79224","79224","0","12","48","74","78","0","0","12","12","160","36972","0","0","30","66.666","0","0","437","8727","0","341","302","272","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","17","6","6","10","True","278","510","41","75","154539","4247","401","205642","7.1192","0.0538","7.0654","normal","True","False","False"
