"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_failed_count","scan_publish_attempt_count","scan_publish_success_count","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_root_ms","scan_list_read_ms","scan_slot_walk_ms","scan_record_build_ms","scan_match_link_ms","scan_cn_ne_target_map_ms","scan_cn_ne_self_validation_ms","scan_component_only_validation_ms","scan_dynamic_pair_ms","scan_finalize_ms","scan_dma_reads_delta","scan_dma_fail_delta","scan_list_read_count","scan_list_read_fail_count","scan_list_fallback_read_count","scan_record_add_attempt_count","scan_record_duplicate_count","scan_record_header_read_count","scan_record_header_fail_count","scan_record_remote_fallback_read_count","scan_pool_id_read_count","scan_match_lookup_count","scan_match_lookup_hit_count","scan_add_pair_attempt_count","scan_add_pair_duplicate_count","scan_link_decrypt_attempt_count","scan_link_decrypt_success_count","scan_playable_validation_attempt_count","scan_playable_validation_success_count","scan_cn_ne_map_candidate_count","scan_cn_ne_target_map_attempt_count","scan_cn_ne_target_map_success_count","scan_cn_ne_bucket_entry_scan_count","scan_component_only_validation_attempt_count","scan_component_only_validation_success_count","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_prepare_requested_count","hot_scatter_prepare_success_count","hot_scatter_prepare_fail_count","hot_scatter_execute_count","hot_scatter_execute_fail_count","hot_scatter_bytes_requested","hot_scatter_bytes_read","hot_scatter_short_read_count","hot_scatter_batch_items","hot_scatter_batch_requests","hot_scatter_estimated_unique_pages","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","visibility_scatter_hit_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","base_decrypt_success_count","base_decrypt_fail_count","skeleton_cache_hit_count","skeleton_cache_miss_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_due_count","skill_read_count","skill_skipped_not_due_count","entity_record_created_count","entity_record_updated_actor_count","entity_record_link_changed_count","entity_record_mark_missing_count","entity_record_mark_dead_count","entity_record_expired_count","component_cache_hit_count","component_cache_miss_count","component_cache_invalidate_interval_count","component_cache_invalidate_link_change_count","component_cache_invalidate_health_resurrect_count","component_cache_invalidate_hero_change_count","dynamic_cache_created_count","dynamic_cache_reused_count","dynamic_cache_replaced_count","dynamic_cache_expired_count","sdk_component_key_cache_hit_count","sdk_component_key_cache_miss_count","sdk_begin_frame_scan_count","sdk_begin_frame_process_count","sdk_begin_frame_unknown_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","render_prediction_candidates","render_prediction_applied","render_prediction_world_delta_fallback","render_prediction_max_lead_ms","render_prediction_max_offset_cm","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/26 12:41:31","75.419","75.419","19","6.655","0.25","5.347","47","19","0.934361","0.934361","0.23359","0.23359","0","11","11","45","0","0","4248.43","31","0","11","0.768","4.591","0.003","1572.46","1196.61","2176.35","15.907","418.784","0.002","0","26644","395","4","0","0","16384","2","1102","0","1104","1102","17","17","43","17","1153","17","1102","0","2305","34","34","17","1152","5","1102","26","0","0","0","188.435","1210","5","0","0.003","0.025","8.419","0","31.26","0","0.003","0","20.205","41.587","14.583","27.265","0.011","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","15","204","95","109","12","5","36060","0","0","11","36","12","0","0","10","0","0","0","12","15","1","14","0","3","0","4","0","0","0","0","12","370","0","62.5","0","0","172","9308","0","160","139","124","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","19","11","11","19","4","1","100","45","5","True","1475","708","27","49","301847","4780","414","166523","12.63","9.1262","3.5038","normal","True","True","False"
"2026/6/26 12:41:33","95.868","95.868","17","6.655","0.234","7.092","62","17","0.758917","0.758917","0.252972","0.252972","0","12","12","58","0","0","3937.13","28","79","12","1.351","4.019","0.004","1292.39","1172.67","2149.88","13.674","420.689","0.004","0","26093","405","4","0","0","16384","2","1095","0","1097","1095","17","17","43","17","1145","17","1095","0","2291","34","34","17","1146","5","1095","26","0","0","0","134.809","936","26","0","0.001","0.021","10.401","0.001","26.786","0","0.002","0","14.208","22.733","7.192","20.784","0.01","79","79","79","0","12","0","81456","81456","0","12","48","78","79","0","0","17","12","12","158","99","59","12","5","36060","0","0","11","36","12","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","0","0","13","381","0","62.5","0","0","172","9469","0","160","139","124","True","True","True","0.001","0.031","0","0","1920","1080","0","0","1920","1080","17","11","11","17","4","1","100","45","5","True","1420","711","28","51","315054","4921","413","166523","10.1482","7.9246","2.2236","normal","True","True","False"
"2026/6/26 12:41:35","90.3976","90.3976","17","6.655","0.234","5.813","16","17","0.758917","0.758917","0.252972","0.252972","0","12","12","58","0","0","3937.13","28","79","12","1.351","4.019","0.004","1292.39","1172.67","2149.88","13.674","420.689","0.004","0","26093","405","4","0","0","16384","2","1095","0","1097","1095","17","17","43","17","1145","17","1095","0","2291","34","34","17","1146","5","1095","26","0","0","0","173.084","1172","0","0","0.006","0.025","10.769","0.001","27.243","0.001","0.002","0","29.592","29.203","15.015","0.27","0.01","80","80","80","0","13","0","83688","83688","0","12","48","79","80","0","0","17","12","12","156","101","55","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","0","0","13","391","0","62.5","0","0","172","9644","0","173","150","133","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","17","12","12","17","4","1","100","45","4","True","1535","738","27","48","326170","5170","417","166523","11.8263","9.0529","2.7734","normal","True","True","False"
"2026/6/26 12:41:37","90.0143","90.0143","17","6.655","0.249","5.319","15","17","3.08914","3.08914","0.220653","0.220653","0","13","13","59","0","0","4457.46","26","15","13","0.981","3.265","0","1621.08","1336.04","2326.55","16.804","423.845","0.002","0","27052","376","4","0","0","16384","3","1107","0","1110","1107","17","17","42","17","1158","17","1107","0","2316","34","34","17","1158","4","1107","25","0","0","0","187.969","1235","2","0","0.002","0.017","8.997","0.001","30.001","0","0.001","0","13.849","36.365","19.624","34.082","0.009","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","12","160","95","65","12","5","32196","2","0","11","36","12","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","0","0","13","401","0","66.666","0","0","172","9822","0","173","150","133","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","17","9","9","15","0","0","0","0","5","True","1649","743","24","44","339110","5184","417","166523","11.5655","8.9553","2.6102","normal","True","True","False"
"2026/6/26 12:41:39","87.2106","87.2106","17","6.655","0.249","7.092","93","17","3.08914","3.08914","0.220653","0.220653","0","13","13","70","0","0","4457.46","26","78","13","0.981","3.265","0","1621.08","1336.04","2326.55","16.804","423.845","0.002","0","27052","376","4","0","0","16384","3","1107","0","1110","1107","17","17","42","17","1158","17","1107","0","2316","34","34","17","1158","4","1107","25","0","0","0","149.855","973","7","0","0.002","0.024","8.762","0.001","30.258","0","0.003","0","17.872","35.761","14.314","0.966","0.01","74","74","74","0","10","0","72368","72368","0","11","44","76","74","0","0","17","11","11","132","90","42","11","6","32196","2","0","9","27","11","0","0","8","0","0","0","11","11","1","10","0","3","0","4","0","0","0","0","14","415","0","66.666","0","0","172","9994","0","173","150","133","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","17","8","8","17","4","1","100","45","6","True","1740","735","23","43","352441","5550","416","166523","14.0296","10.6796","3.35","normal","True","True","False"
"2026/6/26 12:41:41","85.599","85.599","17","5.714","0.249","3.205","47","17","3.08914","3.08914","0.220653","0.220653","0","13","13","70","0","0","4457.46","26","78","13","0.981","3.265","0","1621.08","1336.04","2326.55","16.804","423.845","0.002","0","27052","376","4","0","0","16384","3","1107","0","1110","1107","17","17","42","17","1158","17","1107","0","2316","34","34","17","1158","4","1107","25","0","0","0","307.826","775","4","0","0.002","0.016","5.9","0","22.991","0","0.001","0","16.337","40.969","7.42","0.488","0.01","66","66","66","0","7","0","65064","65064","0","12","48","66","66","0","0","15","12","10","136","57","79","12","3","32196","0","0","6","18","12","0","0","6","0","0","0","12","10","0","10","0","3","0","4","0","0","0","0","14","428","0","66.666","16","0","172","10160","0","189","162","144","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","17","9","9","15","0","0","0","0","5","True","1704","738","23","43","364237","5601","418","166523","11.0229","8.1413","2.8816","normal","True","True","False"
"2026/6/26 12:41:43","85.61","85.61","18","5.714","0.221","7.092","47","18","3.01484","3.01484","0.231911","0.231911","0","14","14","89","0","0","4236.34","27","110","14","0.615","4.476","0.005","1455.94","1131.18","2146.22","13.68","559.22","0.003","0","26669","422","4","0","0","16384","1","1117","0","1118","1117","16","16","40","16","1167","16","1117","0","2336","32","32","16","1169","4","1117","24","0","0","0","133.026","892","4","0","0.001","0.021","5.796","0.002","17.172","0","0","0","15.398","22.756","8.646","25.568","0.011","66","66","66","0","7","0","65064","65064","0","12","48","68","66","0","0","15","12","11","148","65","83","12","3","32196","0","0","7","24","12","0","0","4","0","0","0","12","11","1","10","0","2","0","4","0","0","0","0","15","446","0","66.666","16","16","172","10329","0","189","162","144","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","18","10","10","18","3","1","100","45","5","True","1574","747","26","47","377711","6017","417","166523","10.5688","8.2018","2.367","normal","True","True","False"
"2026/6/26 12:41:45","80.3447","80.3447","18","5.714","0.221","9.174","94","18","3.01484","3.01484","0.231911","0.231911","0","14","14","89","0","0","4236.34","27","110","14","0.615","4.476","0.005","1455.94","1131.18","2146.22","13.68","559.22","0.003","0","26669","422","4","0","0","16384","1","1117","0","1118","1117","16","16","40","16","1167","16","1117","0","2336","32","32","16","1169","4","1117","24","0","0","0","98.565","653","4","0","0.003","0.029","7.078","0.003","17.064","0","0.004","0","13.601","17.383","9.318","0.456","0.011","66","66","66","0","7","0","65064","65064","0","12","48","68","66","0","0","15","12","11","148","65","83","12","3","32196","0","0","6","18","12","0","0","4","0","0","0","12","11","1","10","0","2","0","4","0","0","0","0","15","460","0","62.5","0","0","172","10492","0","189","162","144","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","18","10","10","18","5","1","100","45","5","True","1440","710","28","50","390766","6078","417","166523","10.72","8.5685","2.1515","normal","True","True","False"
"2026/6/26 12:41:47","73.8523","73.8523","19","5.714","0.23","7.142","110","19","4.96155","4.96155","0.248077","0.248077","0","15","15","89","0","0","3911.42","30","0","15","0.329","3.36","0.002","1286.06","1193.55","2149.14","16.642","401.979","0.003","0","25803","477","4","0","0","16384","0","1101","0","1101","1101","17","17","43","17","1151","17","1101","0","2302","34","34","17","1151","5","1101","26","0","0","0","123.985","851","41","0","0.003","0.018","5.363","0","23.742","0","0.002","0","14.818","30.81","9.931","0.451","0.012","76","76","76","0","10","0","75796","75796","0","12","48","74","76","0","0","17","12","14","184","95","89","12","5","36060","0","0","9","27","12","0","0","8","0","0","0","12","14","0","14","0","2","0","4","0","0","0","0","16","472","0","62.5","0","0","172","10650","0","200","172","153","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1430","711","27","49","402746","6461","418","166523","11.896","8.7734","3.1226","normal","True","True","False"
"2026/6/26 12:41:49","81.2966","81.2966","19","6.857","0.23","4.273","219","19","4.96155","4.96155","0.248077","0.248077","0","15","15","89","0","0","3911.42","30","0","15","0.329","3.36","0.002","1286.06","1193.55","2149.14","16.642","401.979","0.003","0","25803","477","4","0","0","16384","0","1101","0","1101","1101","17","17","43","17","1151","17","1101","0","2302","34","34","17","1151","5","1101","26","0","0","0","230.128","1539","4","0","0.002","0.02","6.397","0","30.778","0","0.002","0","23.562","65.746","22.918","31.977","0.011","76","76","76","0","10","0","75796","75796","0","12","48","74","76","0","0","17","12","14","184","95","89","12","5","36060","0","0","20","63","2","0","0","8","0","0","0","12","14","0","14","0","2","0","4","0","0","0","0","16","482","0","62.5","15","0","172","10808","0","201","172","153","True","True","True","0.002","0.031","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1543","742","26","48","415400","6506","419","166523","11.2936","8.5273","2.7663","normal","True","True","False"
