"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 18:59:35","2.79998","2.79998","0","0","0","0","375","0","0","0","0","0","0","0","0","0","0","False","False","False","0","0","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","0","0","0","0","2.8936","0.0174","2.8762","normal","False","False","True"
"2026/6/25 18:59:38","59.8465","59.8465","0","0","0","62.5","15","0","62.5","15","0","0","0","0","0","0","0","True","True","True","0","0.001","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","9926","400","196","12002","4.0725","0.0263","4.0462","normal","False","False","True"
"2026/6/25 18:59:40","59.8582","59.8582","17","40.431","0","4.273","141","17","66.666","16","0","16","75","0","0","0","0","True","True","True","0.002","0.011","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","1600","566","25","46","23967","769","272","12002","3.2881","0.078","3.2101","normal","True","False","False"
"2026/6/25 18:59:42","59.787","59.787","17","40.431","0","4.255","156","17","62.5","0","0","172","195","0","10","8","7","True","True","True","0.002","0.011","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1751","562","24","44","36126","773","338","160032","3.847","0.0786","3.7684","normal","True","False","False"
"2026/6/25 18:59:44","59.9442","59.9442","17","40.431","0.512","4","0","17","62.5","0","16","172","316","0","10","8","7","True","True","True","0.001","0.011","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1710","562","25","45","50347","1156","349","160032","8.1731","0.0712","8.1019","normal","True","False","False"
"2026/6/25 18:59:46","61.3766","61.3766","17","40.431","0.269","6.41","156","17","62.5","15","0","172","436","0","10","8","7","True","True","True","0.003","0.015","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1562","567","26","46","64371","1340","356","160032","8.0924","0.0817","8.0107","normal","True","False","False"
"2026/6/25 18:59:48","59.853","59.853","17","7.151","0.269","7.142","110","17","66.666","16","0","172","557","0","19","17","14","True","True","True","0.002","0.015","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1397","526","27","49","76713","1556","372","169335","3.8492","0.083","3.7662","normal","True","False","False"
"2026/6/25 18:59:50","59.6699","59.6699","17","7.151","0.295","6.369","46","17","62.5","15","15","172","678","0","19","17","14","True","True","True","0.003","0.015","0","0","1920","1080","0","0","1920","1080","17","10","10","6","True","1334","525","29","52","90680","1737","373","169335","7.6736","0.0818","7.5918","normal","True","False","False"
"2026/6/25 18:59:52","58.4413","58.4413","17","7.151","0.295","5.813","109","17","66.666","16","16","172","799","0","19","17","14","True","True","True","0.002","0.015","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","1471","555","27","49","104776","1940","374","169335","4.0385","0.0881","3.9504","normal","True","False","False"
"2026/6/25 18:59:54","59.9151","59.9151","17","7.151","0.26","12.658","62","17","62.5","0","0","172","919","0","19","17","14","True","True","True","0.002","0.063","0","0","1920","1080","0","0","1920","1080","17","8","8","6","True","1657","565","25","45","118835","2351","374","169335","3.9283","0.0819","3.8464","normal","True","False","False"
