"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","candidate_backoff_enabled","candidate_backoff_min_failures","candidate_backoff_active_count","candidate_backoff_blocked_count","candidate_backoff_skipped_count","candidate_backoff_failure_count","candidate_backoff_soft_failure_count","candidate_backoff_probe_count","candidate_backoff_success_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 20:16:25","58.2449","58.2449","0","40","15.873","32.258","16","0","52.1024","12.7971","12.7971","12.7971","0","512","0","41.683","0","0","165","45","0","1","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","16","0","0","0","0","0","0","0","True","True","True","0","0.003","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","64090","17044","153","161400","3.7862","0.0263","3.7599","normal","False","False","True"
"2026/6/25 20:16:27","59.206","59.206","0","40","16.129","62.5","15","0","63","16","16","16","0","614","0","38.83","0","0","198","45","0","1","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","66.666","0","0","0","0","0","0","0","0","True","True","True","0","0.003","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","77028","20513","151","161400","3.0752","0.0273","3.0479","normal","False","False","True"
"2026/6/25 20:16:29","58.5232","58.5232","0","40","16.129","32.258","0","0","72","16","16","16","0","723","0","37.6","0","0","230","45","0","1","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","0","0","0","0","0","0","0","0","True","True","True","0","0.003","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","89496","23809","148","161400","3.1968","0.0358","3.161","normal","False","False","True"
"2026/6/25 20:16:31","57.3817","57.3817","0","40","15.873","32.258","0","0","58","15","15","15","0","817","0","39.858","0","0","262","45","0","1","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","66.666","16","0","0","0","0","0","0","0","True","True","True","0","0.003","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","101590","27008","148","161400","3.0405","0.0188","3.0217","normal","False","False","True"
"2026/6/25 20:16:34","60.1767","60.1767","0","40","15.873","62.5","0","0","70","16","16","16","0","926","0","35.614","0","0","294","45","0","1","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","0","0","0","0","0","0","0","0","True","True","True","0","0.003","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","114250","30404","146","161400","2.9671","0.0171","2.95","normal","False","False","True"
"2026/6/25 20:16:36","59.1206","59.1206","0","40","16.129","62.5","15","0","70","16","16","16","0","1018","0","37.53","0","0","324","45","0","1","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","66.666","0","0","0","0","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","125664","33396","148","161400","8.0358","0.0277","8.0081","normal","False","False","True"
"2026/6/25 20:16:38","59.7087","59.7087","0","40","16.129","32.258","0","0","69","16","16","16","0","1124","0","35.716","0","0","356","45","0","1","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","0","0","0","0","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","138207","36719","147","161400","3.5699","0.0273","3.5426","normal","False","False","True"
"2026/6/25 20:16:40","60.8654","60.8654","0","40","16.129","62.5","0","0","62","16","16","16","0","1224","0","37.454","0","0","388","45","0","1","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","0","0","0","0","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","150776","40091","146","161400","5.0729","0.0283","5.0446","normal","False","False","True"
"2026/6/25 20:16:42","59.7207","59.7207","0","40","16.129","62.5","15","0","70","16","16","16","0","1334","0","39.435","0","0","420","45","0","1","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","66.666","0","0","0","0","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","163221","43391","145","161400","7.887","0.0256","7.8614","normal","False","False","True"
"2026/6/25 20:16:44","59.946","59.946","0","40","15.873","62.5","15","0","66","16","16","16","0","1435","0","37.201","0","0","453","45","0","1","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","66.666","0","0","0","0","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","175672","46687","145","161400","3.8937","0.025","3.8687","normal","False","False","True"
"2026/6/25 20:16:46","59.7765","59.7765","0","40","16.129","62.5","15","0","74","16","16","16","0","1543","0","34.779","0","0","482","46","0","1","0","0","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","140","0","0","0","0","0","0","0","True","True","True","0.001","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","187206","49776","144","161400","3.1732","0.0215","3.1517","normal","False","False","True"
"2026/6/25 20:16:48","60.0495","60.0495","0","40","15.873","32.258","0","0","70","16","16","16","0","1674","0","22.758","0","0","514","29","0","1","0","0","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","62.5","0","0","0","0","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","198074","52797","145","161400","7.862","0.0228","7.8392","normal","False","False","True"
"2026/6/25 20:16:50","59.9535","59.9535","1","40","2.37","32.258","0","1","76.33","11.5652","11.5652","11.5652","0","1681","0","631.208","4","0","517","693","4","1","1","0","4.963","36","0","0","0.001","0.003","0.443","0","0","0","0","0","0.764","0","0","0","0.001","3","3","0","0","1","0","0","1","2","0","0","0","0","0","0","0","1932","0","0","0","62.5","0","16","16","51","0","0","0","0","True","True","True","0","0.004","0","0","1920","1080","0","0","1920","1080","1","0","0","0","False","0","0","0","0","212790","53835","149","161400","3.925","0.0255","3.8995","normal","True","False","False"
"2026/6/25 20:16:52","59.7834","59.7834","14","33.389","1.6","32.258","15","14","1.06667","1.06667","1.06667","1.06667","0","1681","0","1230.24","18","0","518","1104","18","1","14","0","24.987","177","6","0","0.004","0.012","2.086","0","0","0","0","0","6.04","0","0","0","0.006","42","42","0","0","14","0","0","1","2","0","0","0","0","0","0","0","26808","0","0","0","66.666","0","15","531","171","0","31","30","29","True","True","True","0.001","0.007","0","0","1920","1080","0","0","1920","1080","14","0","0","0","False","0","0","0","0","226482","54562","162","161400","3.3884","0.0352","3.3532","normal","True","False","False"
"2026/6/25 20:16:54","61.7601","61.7601","17","32.556","0.561","32.258","16","17","0.571429","0.571429","0.571429","0.571429","0","1681","0","1749.75","21","0","520","1106","21","1","17","0","28.643","219","18","0","0.002","0.013","1.475","0","0","0","0","0","11.962","0","0","0.432","0.007","53","53","0","0","17","0","0","1","2","0","0","0","0","0","0","0","36972","0","0","0","62.5","0","0","531","292","0","31","30","29","True","True","True","0.004","0.019","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","115","512","42","76","241032","55565","174","161400","3.071","0.0737","2.9973","normal","True","False","False"
"2026/6/25 20:16:56","60.1348","60.1348","17","29.762","0.566","32.258","16","17","0.566251","0.566251","0.566251","0.566251","0","1681","0","1753.35","21","0","521","1090","21","1","17","0","30.042","213","7","0","0.001","0.014","1.318","0","0","0","0.001","0","8.357","0","0","0.309","0.008","51","51","0","0","17","0","0","1","2","0","0","0","0","0","0","0","36972","0","0","0","62.5","16","0","531","412","0","31","30","29","True","True","True","0.001","0.019","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1822","688","38","68","255101","56111","185","161400","7.7119","0.0705","7.6414","normal","True","False","False"
"2026/6/25 20:16:58","59.3102","59.3102","17","22.198","0.571","32.258","16","17","0.484731","0.484731","0.484731","0.484731","0","1681","0","2055.43","21","0","522","1080","21","1","17","0","24.604","177","8","0","0.001","0.015","1.926","0","0","0","0","0","4.951","0","0","0.424","0.007","51","51","0","0","17","0","0","1","2","0","0","0","0","0","0","0","36972","0","0","0","62.5","0","0","531","533","0","41","38","36","True","True","True","0.002","0.019","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1843","717","41","74","267421","56490","197","161400","3.0907","0.0722","3.0185","normal","True","False","False"
