"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_failed_count","scan_publish_attempt_count","scan_publish_success_count","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_root_ms","scan_list_read_ms","scan_slot_walk_ms","scan_record_build_ms","scan_match_link_ms","scan_cn_ne_target_map_ms","scan_cn_ne_self_validation_ms","scan_component_only_validation_ms","scan_dynamic_pair_ms","scan_finalize_ms","scan_dma_reads_delta","scan_dma_fail_delta","scan_list_read_count","scan_list_read_fail_count","scan_list_fallback_read_count","scan_record_add_attempt_count","scan_record_duplicate_count","scan_record_header_read_count","scan_record_header_fail_count","scan_record_remote_fallback_read_count","scan_pool_id_read_count","scan_match_lookup_count","scan_match_lookup_hit_count","scan_add_pair_attempt_count","scan_add_pair_duplicate_count","scan_link_decrypt_attempt_count","scan_link_decrypt_success_count","scan_playable_validation_attempt_count","scan_playable_validation_success_count","scan_cn_ne_map_candidate_count","scan_cn_ne_target_map_attempt_count","scan_cn_ne_target_map_success_count","scan_cn_ne_bucket_entry_scan_count","scan_component_only_validation_attempt_count","scan_component_only_validation_success_count","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_prepare_requested_count","hot_scatter_prepare_success_count","hot_scatter_prepare_fail_count","hot_scatter_execute_count","hot_scatter_execute_fail_count","hot_scatter_bytes_requested","hot_scatter_bytes_read","hot_scatter_short_read_count","hot_scatter_batch_items","hot_scatter_batch_requests","hot_scatter_estimated_unique_pages","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","visibility_scatter_hit_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","base_decrypt_success_count","base_decrypt_fail_count","skeleton_cache_hit_count","skeleton_cache_miss_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_due_count","skill_read_count","skill_skipped_not_due_count","entity_record_created_count","entity_record_updated_actor_count","entity_record_link_changed_count","entity_record_mark_missing_count","entity_record_mark_dead_count","entity_record_expired_count","component_cache_hit_count","component_cache_miss_count","component_cache_invalidate_interval_count","component_cache_invalidate_link_change_count","component_cache_invalidate_health_resurrect_count","component_cache_invalidate_hero_change_count","dynamic_cache_created_count","dynamic_cache_reused_count","dynamic_cache_replaced_count","dynamic_cache_expired_count","record_store_enabled","record_store_size","record_store_fresh_count","record_store_missing_count","record_store_dead_count","record_store_expired_count","record_store_bases_valid_count","record_store_dynamic_valid_count","record_store_published_valid_count","sdk_component_key_cache_hit_count","sdk_component_key_cache_miss_count","sdk_begin_frame_scan_count","sdk_begin_frame_process_count","sdk_begin_frame_unknown_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","render_prediction_candidates","render_prediction_applied","render_prediction_world_delta_fallback","render_prediction_max_lead_ms","render_prediction_max_offset_cm","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/26 12:57:16","313.502","313.502","19","6.454","0.243","9.09","62","19","4.43822","4.43822","0.23359","0.23359","0","5","5","42","0","0","4165.91","30","31","5","0.318","3.613","0.003","1478.6","1171.5","2193.69","12.714","424.204","0.005","0","26342","497","4","0","0","16384","0","1113","0","1113","1113","17","17","43","17","1163","17","1113","0","2326","34","34","17","1163","5","1113","26","0","0","0","118.198","821","34","0","0.001","0.017","9.763","0.003","20.11","0","0.001","0","14.882","25.454","9.758","0.459","0.011","80","80","80","0","13","0","83688","83688","0","12","48","77","80","0","0","17","12","14","181","102","79","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","14","0","14","0","3","0","4","0","0","1","23","21","0","2","0","18","4","19","0","0","6","196","0","66.666","0","0","156","5215","0","105","80","70","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","19","12","12","19","2","1","100","43","4","True","1420","710","28","51","123696","1997","393","162632","2.8187","0.8638","1.9549","normal","True","True","False"
"2026/6/26 12:57:18","283.22","283.22","19","6.454","0.243","6.369","31","19","4.43822","4.43822","0.23359","0.23359","0","5","5","42","0","0","4165.91","30","31","5","0.318","3.613","0.003","1478.6","1171.5","2193.69","12.714","424.204","0.005","0","26342","497","4","0","0","16384","0","1113","0","1113","1113","17","17","43","17","1163","17","1113","0","2326","34","34","17","1163","5","1113","26","0","0","0","157.653","1015","4","0","0.002","0.015","6.192","0.006","33.97","0","0.004","0","22.205","28.607","13.495","0.505","0.018","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","14","184","95","89","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","14","0","14","0","3","0","4","0","0","1","23","21","0","2","0","18","4","19","0","0","6","207","0","62.5","0","0","156","5818","0","154","121","106","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","19","4","0","100","45","5","True","1531","735","26","48","135630","2314","399","162632","3.5172","0.8309","2.6863","normal","True","True","False"
"2026/6/26 12:57:20","322.711","322.711","19","6.454","0.243","2.777","46","19","4.43822","4.43822","0.23359","0.23359","0","5","5","42","0","0","4165.91","30","31","5","0.318","3.613","0.003","1478.6","1171.5","2193.69","12.714","424.204","0.005","0","26342","497","4","0","0","16384","0","1113","0","1113","1113","17","17","43","17","1163","17","1113","0","2326","34","34","17","1163","5","1113","26","0","0","0","358.062","2322","4","0","0.002","0.002","24.08","0.017","69.54","0","0.008","0.001","39.374","97.924","34.681","15.988","0.015","78","78","78","0","22","0","79224","79224","0","0","0","75","78","0","0","17","0","26","328","228","100","0","17","36060","0","0","22","69","0","0","0","10","0","0","0","0","26","12","14","0","3","0","4","0","0","1","23","21","0","2","0","18","4","19","0","0","6","217","0","66.666","0","0","156","6408","0","154","121","106","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1657","742","24","44","148691","2354","400","162632","3.2651","0.9625","2.3026","normal","True","True","False"
"2026/6/26 12:57:22","305.49","305.49","19","6.454","0.238","2.906","47","19","1.58874","1.58874","0.226963","0.226963","0","6","6","47","0","0","4366.96","30","32","6","0.363","3.45","0.005","1371.7","1479.69","2493.9","16.677","408.456","0.003","0","27367","444","4","0","0","16384","3","1114","0","1117","1114","17","17","43","17","1164","17","1114","0","2329","34","34","17","1165","5","1114","26","0","0","0","337.66","2239","4","0","0.004","0.004","21.208","0.012","72.233","0.001","0.009","0.001","37.067","84.519","29.21","17.46","0.014","78","78","78","0","22","0","79224","79224","0","0","0","75","78","0","0","17","0","26","328","228","100","0","17","36060","0","0","22","69","0","0","0","10","0","0","0","0","26","12","14","0","3","0","4","0","0","1","23","21","0","2","0","18","4","19","0","0","7","230","0","66.666","16","16","156","7000","0","154","121","106","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","19","10","10","17","0","0","0","0","6","True","1740","736","23","42","162211","2747","400","162632","4.1503","1.002","3.1483","normal","True","True","False"
"2026/6/26 12:57:24","314.336","314.336","19","6.454","0.238","5.813","313","19","1.58874","1.58874","0.226963","0.226963","0","6","6","47","0","0","4366.96","30","32","6","0.363","3.45","0.005","1371.7","1479.69","2493.9","16.677","408.456","0.003","0","27367","444","4","0","0","16384","3","1114","0","1117","1114","17","17","43","17","1164","17","1114","0","2329","34","34","17","1165","5","1114","26","0","0","0","166.79","1139","2","0","0.002","0.019","9.609","0.004","28.645","0","0.005","0","23.356","34.427","12.092","0.446","0.015","80","80","80","0","13","0","83688","83688","0","12","48","77","80","0","0","17","12","14","181","102","79","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","14","0","14","0","3","0","4","0","0","1","23","21","0","2","0","18","4","19","0","0","7","240","0","62.5","16","16","156","7607","0","155","121","106","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1711","737","24","43","175493","2790","400","162632","3.2686","0.9432","2.3254","normal","True","True","False"
"2026/6/26 12:57:26","89.6634","89.6634","17","5.99","0.227","5.813","281","17","1.45455","1.45455","0.242424","0.242424","0","7","7","51","0","0","4095.08","28","32","7","0.409","3.672","0.007","1346.03","1253.89","2293.53","18.176","381.231","0.006","0","27246","434","4","0","0","16384","4","1099","0","1103","1099","17","17","43","17","1149","17","1099","0","2299","34","34","17","1150","5","1099","26","0","0","0","162.118","1017","2","0","0.002","0.016","13.549","0.005","37.106","0","0.002","0","22.386","35.223","11.077","0.447","0.009","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","12","160","95","65","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","8","253","0","62.5","15","0","156","8105","0","155","121","106","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","17","11","11","15","0","0","0","0","5","True","1598","745","25","46","188944","3169","399","162632","12.1079","8.0014","4.1065","normal","True","True","False"
"2026/6/26 12:57:28","88.4958","88.4958","17","5.99","0.227","4.901","343","17","1.45455","1.45455","0.242424","0.242424","0","7","7","51","0","0","4095.08","28","32","7","0.409","3.672","0.007","1346.03","1253.89","2293.53","18.176","381.231","0.006","0","27246","434","4","0","0","16384","4","1099","0","1103","1099","17","17","43","17","1149","17","1099","0","2299","34","34","17","1150","5","1099","26","0","0","0","200.456","1276","2","0","0.002","0.016","11.736","0.006","28.332","0","0.004","0","22.623","29.102","12.556","30.11","0.011","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","12","160","95","65","12","5","36060","0","0","11","36","12","0","0","10","0","0","0","12","12","2","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","8","263","0","66.666","0","15","171","8282","0","169","133","117","True","True","True","0.003","0.039","0","0","1920","1080","0","0","1920","1080","17","11","11","15","0","0","0","0","5","True","1476","708","27","49","200752","3194","404","162632","10.4361","8.1164","2.3197","normal","True","True","False"
"2026/6/26 12:57:30","93.1369","93.1369","17","5.99","0.242","5.813","109","17","1.15101","1.15101","0.230203","0.230203","0","8","8","56","0","0","4317.1","26","31","8","0.632","3.953","0.005","1368.83","1218.6","2253.45","18.788","609.723","0.003","0","27077","404","4","0","0","16384","0","1111","0","1111","1111","17","17","43","17","1162","17","1111","0","2324","34","34","17","1162","5","1111","26","0","0","0","163.449","1103","8","0","0.004","0.027","6.86","0.001","35.649","0","0.004","0","14.636","34.61","10.088","23.983","0.012","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","32196","2","0","11","36","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","9","276","0","62.5","0","0","171","8463","0","169","133","117","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","17","8","8","15","0","0","0","0","6","True","1424","710","28","51","214209","3552","403","162632","10.2993","7.6627","2.6366","normal","True","True","False"
"2026/6/26 12:57:32","88.4399","88.4399","17","5.99","0.242","7.092","63","17","1.15101","1.15101","0.230203","0.230203","0","8","8","56","0","0","4317.1","26","31","8","0.632","3.953","0.005","1368.83","1218.6","2253.45","18.788","609.723","0.003","0","27077","404","4","0","0","16384","0","1111","0","1111","1111","17","17","43","17","1162","17","1111","0","2324","34","34","17","1162","5","1111","26","0","0","0","145.61","954","1","0","0.002","0.021","8.606","0.002","29.611","0","0.001","0","17.875","32.271","13.235","0.293","0.01","76","76","76","0","10","0","75796","75796","0","12","48","75","76","0","0","17","12","10","120","87","33","12","5","32196","2","0","9","27","12","0","0","9","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","9","288","0","62.5","0","16","171","8643","0","169","133","117","True","True","True","0.004","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","4","1","100","45","5","True","1557","750","26","48","227568","3553","403","162632","11.544","9.4055","2.1385","normal","True","True","False"
"2026/6/26 12:57:34","82.0328","82.0328","17","6.214","0.23","9.174","16","17","1.42214","1.42214","0.237023","0.237023","0","9","9","62","0","0","4178.86","26","31","9","0.678","4.003","0.002","1257.4","1228.1","2361.13","20.195","485.837","0.002","0","26695","361","4","0","0","16384","5","1116","0","1121","1116","17","17","41","17","1168","17","1116","0","2336","34","34","17","1168","3","1116","24","0","0","0","110.119","745","30","0","0.002","0.02","5.15","0","14.909","0","0.002","0","12.957","14.868","7.355","24.783","0.011","66","66","66","0","8","0","66100","66100","0","12","48","67","66","0","0","15","12","10","133","63","70","12","3","32196","0","0","6","21","12","0","0","4","0","0","0","12","10","0","10","0","2","0","4","0","0","1","21","19","0","2","0","15","4","17","0","0","10","305","0","62.5","0","16","171","8814","0","170","133","117","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","17","7","7","17","3","1","100","45","7","True","1687","739","24","44","239772","3980","405","162632","12.4352","8.388","4.0472","normal","True","True","False"
