"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_failed_count","scan_publish_attempt_count","scan_publish_success_count","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_root_ms","scan_list_read_ms","scan_slot_walk_ms","scan_record_build_ms","scan_match_link_ms","scan_cn_ne_target_map_ms","scan_cn_ne_self_validation_ms","scan_component_only_validation_ms","scan_dynamic_pair_ms","scan_finalize_ms","scan_dma_reads_delta","scan_dma_fail_delta","scan_list_read_count","scan_list_read_fail_count","scan_list_fallback_read_count","scan_record_add_attempt_count","scan_record_duplicate_count","scan_record_header_read_count","scan_record_header_fail_count","scan_record_remote_fallback_read_count","scan_pool_id_read_count","scan_match_lookup_count","scan_match_lookup_hit_count","scan_add_pair_attempt_count","scan_add_pair_duplicate_count","scan_link_decrypt_attempt_count","scan_link_decrypt_success_count","scan_playable_validation_attempt_count","scan_playable_validation_success_count","scan_cn_ne_map_candidate_count","scan_cn_ne_target_map_attempt_count","scan_cn_ne_target_map_success_count","scan_cn_ne_bucket_entry_scan_count","scan_component_only_validation_attempt_count","scan_component_only_validation_success_count","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_prepare_requested_count","hot_scatter_prepare_success_count","hot_scatter_prepare_fail_count","hot_scatter_execute_count","hot_scatter_execute_fail_count","hot_scatter_bytes_requested","hot_scatter_bytes_read","hot_scatter_short_read_count","hot_scatter_batch_items","hot_scatter_batch_requests","hot_scatter_estimated_unique_pages","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","visibility_scatter_hit_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","base_decrypt_success_count","base_decrypt_fail_count","skeleton_cache_hit_count","skeleton_cache_miss_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_due_count","skill_read_count","skill_skipped_not_due_count","entity_record_created_count","entity_record_updated_actor_count","entity_record_link_changed_count","entity_record_mark_missing_count","entity_record_mark_dead_count","entity_record_expired_count","component_cache_hit_count","component_cache_miss_count","component_cache_invalidate_interval_count","component_cache_invalidate_link_change_count","component_cache_invalidate_health_resurrect_count","component_cache_invalidate_hero_change_count","dynamic_cache_created_count","dynamic_cache_reused_count","dynamic_cache_replaced_count","dynamic_cache_expired_count","record_store_enabled","record_store_size","record_store_fresh_count","record_store_missing_count","record_store_dead_count","record_store_expired_count","record_store_bases_valid_count","record_store_dynamic_valid_count","record_store_published_valid_count","sdk_component_key_cache_hit_count","sdk_component_key_cache_miss_count","sdk_begin_frame_scan_count","sdk_begin_frame_process_count","sdk_begin_frame_unknown_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","render_prediction_candidates","render_prediction_applied","render_prediction_world_delta_fallback","render_prediction_max_lead_ms","render_prediction_max_offset_cm","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/26 12:56:55","0","0","0","0","0","0","328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","False","0","0","0","0","1920","1080","0","0","1920","1080","0","0","0","0","0","0","0","0","0","False","0","0","0","0","0","0","0","0","0","0","0","normal","False","False","True"
"2026/6/26 12:56:58","463.345","463.345","0","0","0","62.5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","53","0","66.666","0","0","0","0","0","0","0","0","True","True","True","0","0.001","0","0","1920","1080","0","0","1920","1080","0","0","0","0","0","0","0","0","0","False","0","0","0","0","8126","352","215","15606","2.5643","0.0136","2.5507","normal","False","False","True"
"2026/6/26 12:57:00","303.372","303.372","17","40.431","0","8","141","17","0.474158","0.474158","0.474158","0.474158","0","1","1","1","0","0","2113.82","26","16","1","0.571","2.486","0.003","740.077","575.657","1107.3","7.531","225.841","0.003","0","13384","352","4","0","0","16384","2","1107","0","1109","1107","17","17","43","17","1159","17","1107","0","2316","34","34","17","1157","5","1107","26","0","0","0","130.663","869","35","0","0.002","0.018","8.007","0.002","26.593","0","0.004","0","14.159","33.661","11.804","0.464","0.011","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","2","93","0","62.5","0","0","16","280","0","0","0","0","True","True","True","0.006","0.034","0","0","1920","1080","0","0","1920","1080","17","11","11","15","0","0","0","0","5","True","1519","725","26","48","21419","660","273","15606","3.8017","0.7633","3.0384","normal","True","True","False"
"2026/6/26 12:57:02","282.697","282.697","17","40.431","0","6.41","31","17","0.474158","0.474158","0.474158","0.474158","0","1","1","1","0","0","2113.82","26","16","1","0.571","2.486","0.003","740.077","575.657","1107.3","7.531","225.841","0.003","0","13384","352","4","0","0","16384","2","1107","0","1109","1107","17","17","43","17","1159","17","1107","0","2316","34","34","17","1157","5","1107","26","0","0","0","159.653","1006","0","0","0.002","0.021","9.25","0.005","31.542","0","0.004","0","18.029","37.225","15.402","0.317","0.011","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","2","103","0","62.5","15","15","156","908","0","49","39","34","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","12","12","17","3","1","100","45","4","True","1421","711","28","51","33176","694","345","161407","3.7305","1.2331","2.4974","normal","True","True","False"
"2026/6/26 12:57:04","309.978","309.978","17","40.431","0.471","7.092","46","17","0.460405","0.460405","0.230203","0.230203","0","2","2","10","0","0","4332.29","26","62","2","0.241","4.313","0.003","1327.17","1392.04","2466.76","17.322","463.662","0.004","0","26862","347","4","0","0","16384","1","1102","0","1103","1102","17","17","43","17","1153","17","1102","0","2307","34","34","17","1154","5","1102","26","0","0","0","125.442","865","35","0","0.001","0.022","10.704","0.005","23.464","0","0.003","0","16.318","26.958","13.318","0.446","0.011","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","3","115","0","66.666","0","0","156","1505","0","49","39","34","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","11","11","17","2","1","100","45","5","True","1501","716","27","49","46300","923","360","161407","3.6156","1.0906","2.525","normal","True","True","False"
"2026/6/26 12:57:06","321.114","321.114","17","8.91","0.471","6.41","16","17","0.460405","0.460405","0.230203","0.230203","0","2","2","10","0","0","4332.29","26","62","2","0.241","4.313","0.003","1327.17","1392.04","2466.76","17.322","463.662","0.004","0","26862","347","4","0","0","16384","1","1102","0","1103","1102","17","17","43","17","1153","17","1102","0","2307","34","34","17","1154","5","1102","26","0","0","0","159.701","1078","0","0","0.002","0.024","9.884","0.002","32.128","0","0.003","0","21.737","37.497","12.01","0.158","0.012","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","36060","0","0","10","30","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","3","127","0","62.5","0","0","156","2125","0","49","39","34","True","True","True","0.002","0.039","0","0","1920","1080","0","0","1920","1080","17","11","11","17","5","1","100","45","5","True","1635","743","25","45","59804","1040","367","161407","3.3858","0.7459","2.6399","normal","True","True","False"
"2026/6/26 12:57:08","330.703","330.703","17","8.91","0.228","7.142","78","17","2.31911","2.31911","0.231911","0.231911","0","3","3","18","0","0","4256.34","26","47","3","0.788","4.3","0.003","1314.16","1203.19","2264.11","17.649","599.908","0.004","0","26736","346","4","0","0","16384","0","1097","0","1097","1097","17","17","43","17","1147","17","1097","0","2294","34","34","17","1147","5","1097","26","0","0","0","139.02","965","32","0","0.002","0.025","7.992","0.005","20.532","0","0.002","0","15.751","27.275","11.579","23.581","0.008","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","36060","0","0","11","36","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","4","137","0","62.5","15","15","156","2760","0","99","80","70","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","17","11","11","17","5","1","100","45","5","True","1742","736","23","41","71658","1196","383","162632","3.5944","0.7928","2.8016","normal","True","True","False"
"2026/6/26 12:57:10","306.845","306.845","17","8.91","0.228","7.142","141","17","2.31911","2.31911","0.231911","0.231911","0","3","3","18","0","0","4256.34","26","47","3","0.788","4.3","0.003","1314.16","1203.19","2264.11","17.649","599.908","0.004","0","26736","346","4","0","0","16384","0","1097","0","1097","1097","17","17","43","17","1147","17","1097","0","2294","34","34","17","1147","5","1097","26","0","0","0","142.104","916","0","0","0.002","0.026","5.841","0.002","24.431","0","0.003","0","11.752","38.172","15.033","0.328","0.012","78","78","78","0","11","0","79224","79224","0","12","48","75","78","0","0","17","12","10","120","95","25","12","5","32196","2","0","10","30","12","0","0","10","0","0","0","12","10","0","10","0","3","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","4","149","0","66.666","16","16","156","3370","0","99","80","70","True","True","True","0.003","0.039","0","0","1920","1080","0","0","1920","1080","17","8","8","15","0","0","0","0","6","True","1720","735","24","43","84911","1398","386","162632","3.2843","1.2806","2.0037","normal","True","True","False"
"2026/6/26 12:57:12","296.602","296.602","17","8.91","0.232","12.82","79","17","2.21511","2.21511","0.246124","0.246124","0","4","4","36","0","0","4000.38","26","109","4","0.437","4.677","0.003","1316.95","1231.96","2213.98","15.731","396.673","0.002","0","26539","363","4","0","0","16384","2","1110","0","1112","1110","17","17","41","17","1160","17","1110","0","2321","34","34","17","1161","3","1110","24","0","0","0","84.113","556","28","0","0.001","0.021","4.784","0.002","17.633","0","0.001","0","11.82","16.643","6.195","0.499","0.01","64","64","64","0","6","0","61636","61636","0","12","48","66","64","0","0","15","12","10","136","57","79","12","3","32196","0","0","5","15","12","0","0","4","0","0","0","12","10","0","10","0","2","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","5","164","0","62.5","0","0","156","3978","0","99","80","70","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","5","1","100","46","5","True","1601","745","25","46","98212","1577","386","162632","3.2219","0.8074","2.4145","normal","True","True","False"
"2026/6/26 12:57:14","323.641","323.641","17","8.91","0.232","9.174","32","17","2.21511","2.21511","0.246124","0.246124","0","4","4","36","0","0","4000.38","26","109","4","0.437","4.677","0.003","1316.95","1231.96","2213.98","15.731","396.673","0.002","0","26539","363","4","0","0","16384","2","1110","0","1112","1110","17","17","41","17","1160","17","1110","0","2321","34","34","17","1161","3","1110","24","0","0","0","104.87","710","4","0","0.001","0.014","5.549","0.003","16.163","0.001","0.001","0","16.891","22","5.024","0.583","0.014","64","64","64","0","6","0","61636","61636","0","12","48","66","64","0","0","15","12","10","136","57","79","12","3","32196","0","0","5","15","12","0","0","4","0","0","0","12","10","0","10","0","2","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","5","180","0","62.5","0","0","156","4610","0","105","80","70","True","True","True","0.001","0.039","0","0","1920","1080","0","0","1920","1080","17","9","9","17","4","1","100","45","5","True","1471","709","27","49","110434","1858","392","162632","2.7251","0.7282","1.9969","normal","True","True","False"
