"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","candidate_backoff_enabled","candidate_backoff_min_failures","candidate_backoff_active_count","candidate_backoff_blocked_count","candidate_backoff_skipped_count","candidate_backoff_failure_count","candidate_backoff_soft_failure_count","candidate_backoff_probe_count","candidate_backoff_success_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 20:18:09","59.8915","59.8915","17","19.9","0.587","21.739","125","17","0.561167","0.561167","0.561167","0.561167","0","1681","0","1782.38","21","0","562","1086","21","1","17","0","32.414","217","0","0","0.002","0.013","1.201","0","0","0","0","0","7.909","0","0","0.304","0.008","45","45","0","0","15","0","0","1","2","4","2","2","0","0","0","0","33108","0","0","0","66.666","0","0","531","4787","0","142","118","99","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","17","11","11","3","True","1810","658","29","52","751232","74148","326","821181","5.258","0.0771","5.1809","normal","True","False","False"
"2026/6/25 20:18:11","59.74","59.74","19","21.097","0.556","5.813","16","19","0.598444","0.598444","0.598444","0.598444","0","1681","0","1665.56","23","0","563","1114","21","1","17","0","167.028","1187","5","0","0.002","0.023","5.139","0.004","28.036","0","0.001","0","28.752","24.229","8.162","22.796","0.009","57","57","0","0","11","7","92","1","2","4","2","1","1","0","1","0","36972","0","0","21","62.5","0","16","531","4911","0","153","126","106","True","True","True","0.003","0.06","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1599","622","27","49","763981","74652","328","821181","10.2446","0.0714","10.1732","normal","True","False","False"
"2026/6/25 20:18:13","59.7339","59.7339","19","19.595","0.598","31.25","15","19","0.484731","0.484731","0.484731","0.484731","0","1681","0","2050.56","23","0","564","1097","21","1","17","0","31.547","216","4","0","0.004","0.043","1.646","0","0","0","0","0","10.685","0","0","0.685","0.007","68","68","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","32.258","0","0","531","5032","0","153","126","106","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1710","624","28","50","777722","75227","329","821181","5.5545","0.0775","5.477","normal","True","False","False"
"2026/6/25 20:18:15","58.9942","58.9942","19","25.094","0.598","32.258","16","19","0.581734","0.581734","0.581734","0.581734","0","1681","0","1716.37","23","0","566","1090","21","1","17","0","22.021","151","3","0","0.002","0.018","2.227","0","0","0","0","0","4.776","0","0","2.285","0.008","68","68","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","66.666","16","0","531","5152","0","153","126","106","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","599","16","29","791783","75654","330","821181","9.5479","0.0764","9.4715","normal","True","False","False"
"2026/6/25 20:18:17","59.9799","59.9799","19","25.094","0.577","32.258","31","19","0.50813","0.50813","0.50813","0.50813","0","1681","0","1962.81","23","0","567","1081","21","1","17","0","30.429","214","4","0","0.002","0.015","1.477","0","0","0","0","0","7.124","0","0","1.96","0.009","51","51","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","66.666","0","0","531","5273","0","163","134","112","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","599","16","29","804373","76068","332","821181","9.7543","0.0747","9.6796","normal","True","False","False"
"2026/6/25 20:18:19","59.7732","59.7732","19","20.107","0.508","66.666","16","19","0.609385","0.609385","0.609385","0.609385","0","1681","0","1636.86","23","0","568","1075","21","1","17","0","28.256","198","13","0","0.002","0.017","1.231","0.001","0","0","0","0","9.175","0","0","0.642","0.009","68","68","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","62.5","0","0","531","5394","0","163","134","112","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1808","690","36","66","818885","76578","333","821181","5.4597","0.0759","5.3838","normal","True","False","False"
"2026/6/25 20:18:21","58.9268","58.9268","19","24.61","0.609","21.276","0","19","0.547046","0.547046","0.547046","0.547046","0","1681","0","1821.03","23","0","569","1086","21","1","17","0","41.988","330","33","0","0.001","0.018","1.187","0","0","0","0","0","7.563","0","0","0.354","0.008","51","51","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","62.5","0","0","531","5515","0","163","134","112","True","True","True","0.001","0.06","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1251","600","16","29","832661","77066","334","821181","4.1051","0.0707","4.0344","normal","True","False","False"
"2026/6/25 20:18:23","60.0294","60.0294","17","19.595","0.547","31.25","0","17","0.520291","0.520291","0.520291","0.520291","0","1681","0","1917.2","21","0","570","1084","21","1","17","0","28.602","223","30","0","0.002","0.019","1.485","0","0","0","0","0","6.819","0","0","0.321","0.008","68","68","0","0","17","0","0","1","2","4","2","0","0","0","0","0","36972","0","0","0","62.5","0","16","531","5635","0","173","142","119","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1731","626","28","51","845439","77544","335","821181","10.323","0.0868","10.2362","normal","True","False","False"
"2026/6/25 20:18:25","59.8902","59.8902","17","19.595","0.52","21.276","15","17","0.571429","0.571429","0.571429","0.571429","0","1681","0","1738.73","21","0","571","1088","21","1","17","0","41.316","288","0","0","0.001","0.014","1.989","0","0","0","0","0","14.039","0","0","0.697","0.008","51","51","0","0","17","0","0","1","2","4","2","0","0","0","0","0","36972","0","0","0","66.666","0","0","531","5756","0","173","142","119","True","True","True","0.001","0.06","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1599","621","27","49","859613","78025","336","821181","4.0311","0.0809","3.9502","normal","True","False","False"
"2026/6/25 20:18:27","61.0649","61.0649","17","21.818","0.577","5.813","47","17","0.566251","0.566251","0.566251","0.566251","0","1681","0","1759.22","21","0","572","1076","21","1","17","0","176.263","1219","0","0","0.002","0.011","11.693","1.953","27.997","0","0.004","0","38.912","32.299","8.609","17.363","0.01","59","59","0","0","9","8","96","1","2","4","0","0","0","0","0","0","33108","2","0","27","66.666","16","15","531","5876","0","173","142","119","True","True","True","0.003","0.06","0","0","1920","1080","0","0","1920","1080","17","10","10","4","True","1743","633","29","52","873353","78423","337","821181","9.5425","0.0771","9.4654","normal","True","False","False"
"2026/6/25 20:18:29","59.6443","59.6443","17","18.462","0.566","21.276","32","17","0.582072","0.582072","0.582072","0.582072","0","1681","0","1713.08","21","0","573","1094","21","1","17","0","45.765","325","0","0","0.002","0.015","2.831","1.188","3.164","0","0","0","4.766","7.705","3.879","0.52","0.009","68","68","0","0","15","2","24","1","2","2","0","0","0","0","0","0","33108","2","0","6","62.5","16","0","531","5997","0","173","142","119","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","1250","600","16","29","887532","78831","337","821181","4.2678","0.0711","4.1967","normal","True","False","False"
"2026/6/25 20:18:31","59.8468","59.8468","19","18.462","0.634","32.258","16","19","0.615385","0.615385","0.615385","0.615385","0","1681","0","1622.61","23","0","575","1107","21","1","17","0","33.277","239","14","0","0.002","0.017","1.31","0.001","0","0","0","0","7.204","0","0","0.444","0.008","68","68","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","62.5","0","0","531","6117","0","173","142","119","True","True","True","0.001","0.06","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1801","690","36","65","902024","79373","338","821181","10.3877","0.0784","10.3093","normal","True","False","False"
"2026/6/25 20:18:33","59.9679","59.9679","19","24","0.615","31.25","15","19","0.492126","0.492126","0.492126","0.492126","0","1681","0","2021.16","23","0","576","1094","21","1","17","0","31.71","236","13","0","0.002","0.015","1.886","0","0","0","0","0","8.72","0","0","0.721","0.009","51","51","0","0","17","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","62.5","15","0","531","6238","0","183","151","126","True","True","True","0.002","0.06","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","600","16","29","914520","79785","339","821181","4.6856","0.079","4.6066","normal","True","False","False"
