"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 19:18:41","59.9525","59.9525","17","5.917","0.277","5.813","171","17","0.216967","0.216967","0.216967","0.216967","0","0","0","4612.62","28","32890","10","164.367","973","2","0","0.002","0.018","6.81","0.001","34.469","0","0.002","0","20.771","44.367","12.177","0.449","0.015","78","78","0","0","12","12","160","36972","0","0","30","66.666","0","0","375","2069","0","49","45","39","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","11","True","1384","513","15","27","240240","4808","411","170998","3.7646","0.0638","3.7008","normal","True","False","False"
"2026/6/25 19:18:43","61.2278","61.2278","17","5.917","0.277","5.813","219","17","0.216967","0.216967","0.216967","0.216967","0","0","0","4612.62","28","32890","10","168.006","980","2","0","0.002","0.023","6.499","0","37.456","0","0.001","0","20.451","45.876","13.501","0.912","0.011","78","78","0","0","12","12","160","36972","0","0","30","62.5","0","0","375","2190","0","49","45","39","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","11","True","1384","513","15","27","251849","4826","413","170998","3.8118","0.0662","3.7456","normal","True","False","False"
"2026/6/25 19:18:45","59.9312","59.9312","17","5.917","0.216","6.41","157","17","0.210526","0.210526","0.210526","0.210526","0","0","0","4735.46","26","37640","11","148.375","875","6","0","0.002","0.022","5.252","0","36.024","0","0.001","0","12.009","47.436","11.989","0.639","0.027","78","78","0","0","12","10","120","33108","2","0","30","62.5","16","16","375","2311","0","49","45","39","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","263978","5228","413","170998","8.1374","0.0719","8.0655","normal","True","False","False"
"2026/6/25 19:18:47","59.9039","59.9039","17","5.917","0.216","4.926","62","17","0.210526","0.210526","0.210526","0.210526","0","0","0","4735.46","26","37640","11","202.67","1186","0","0","0.002","0.014","6.987","0","43.89","0","0.002","0","11.236","50.45","12.041","38.338","0.01","78","78","0","0","12","10","120","33108","2","0","36","62.5","15","0","375","2431","0","58","54","46","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","274483","5228","418","170998","3.3093","0.0682","3.2411","normal","True","False","False"
"2026/6/25 19:18:49","59.9235","59.9235","17","5.917","0.211","9.174","125","17","0.211193","0.211193","0.211193","0.211193","0","0","0","4731.85","26","42375","12","99.113","590","17","0","0.002","0.016","3.604","0","20.133","0","0.001","0","12.237","27.997","5.956","0.774","0.013","66","66","0","0","12","10","136","33108","0","0","18","66.666","0","0","375","2551","0","58","54","46","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","286413","5435","419","170998","4.0675","0.074","3.9935","normal","True","False","False"
"2026/6/25 19:18:51","59.8502","59.8502","17","4.961","0.211","9.09","109","17","0.211193","0.211193","0.211193","0.211193","0","0","0","4731.85","26","42375","12","114.031","651","4","0","0.003","0.018","6.287","0.001","23.48","0","0","0","13.043","30.021","7.622","0.526","0.01","66","66","0","0","12","10","136","33108","0","0","18","62.5","0","0","375","2673","0","58","54","46","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1797","488","25","46","298416","5688","420","170998","7.8447","0.0891","7.7556","normal","True","False","False"
"2026/6/25 19:18:53","59.8994","59.8994","17","4.961","0.211","8","47","17","0.211193","0.211193","0.211193","0.211193","0","0","0","4731.85","26","42375","12","117.055","679","0","0","0.002","0.021","5.025","0.001","25.735","0.001","0.002","0","14.233","28.056","6.501","0.169","0.011","68","68","0","0","12","10","132","33108","0","0","18","62.5","15","0","375","2793","0","58","54","46","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1571","505","22","40","310234","5705","421","170998","3.4777","0.0754","3.4023","normal","True","False","False"
"2026/6/25 19:18:55","59.7556","59.7556","19","4.961","0.211","2.132","0","19","0.216216","0.216216","0.216216","0.216216","0","0","0","4610.81","30","47000","13","475.334","1256","4","0","0.002","0.016","9.535","0.001","59.359","0.001","0.002","0","20.269","100.79","29.805","51.186","0.01","79","79","0","0","12","14","178","36972","0","0","33","66.666","0","0","375","2915","0","68","62","53","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","19","6","6","10","True","1426","516","19","35","321064","6132","424","170998","7.9118","0.0945","7.8173","normal","True","False","False"
"2026/6/25 19:18:57","59.6819","59.6819","19","4.961","0.211","6.369","171","19","0.216216","0.216216","0.216216","0.216216","0","0","0","4610.81","30","47000","13","158.985","944","2","0","0.002","0.016","5.897","0","41.22","0","0.001","0","18.406","40.832","12.051","0.983","0.011","78","78","0","0","12","14","181","36972","0","0","27","62.5","15","16","375","3035","0","68","62","53","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","19","6","6","10","True","1283","525","18","32","332880","6148","425","170998","3.3043","0.0688","3.2355","normal","True","False","False"
"2026/6/25 19:18:59","59.6782","59.6782","19","4.961","0.217","5.347","0","19","0.207125","0.207125","0.207125","0.207125","0","0","0","4824.65","28","51828","14","191.336","1222","85","0","0.002","0.019","5.656","0.001","37.159","0","0.001","0","17.241","40.826","12.268","39.354","0.013","76","76","0","0","12","12","160","36972","0","0","33","66.666","0","16","375","3155","0","68","62","53","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","19","6","6","10","True","1177","521","18","33","345191","6440","425","170998","4.1333","0.0785","4.0548","normal","True","False","False"
"2026/6/25 19:19:01","60.002","60.002","17","5.557","0.217","5.813","62","17","0.207125","0.207125","0.207125","0.207125","0","0","0","4824.65","28","51828","14","158.694","966","0","0","0.002","0.017","5.738","0","42.49","0","0.002","0","17.197","43.499","12.783","0.513","0.016","78","78","0","0","12","12","154","36972","0","0","27","66.666","0","0","375","3276","0","68","62","53","True","True","True","0.001","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","10","True","1073","514","20","36","357413","6571","425","170998","3.3961","0.0703","3.3258","normal","True","False","False"
"2026/6/25 19:19:03","60.0647","60.0647","17","5.557","0.207","7.092","125","17","0.214041","0.214041","0.214041","0.214041","0","0","0","4672.88","26","56500","15","144.888","885","15","0.001","0.002","0.019","4.911","0","39.437","0","0.003","0","16.668","37.06","10.677","0.327","0.01","76","76","0","0","12","10","120","36972","0","0","27","66.666","16","0","375","3396","0","76","70","59","True","True","True","0.001","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","10","True","1013","497","24","43","368544","6752","427","170998","3.7787","0.0627","3.716","normal","True","False","False"
"2026/6/25 19:19:05","59.9287","59.9287","17","5.557","0.207","6.41","63","17","0.214041","0.214041","0.214041","0.214041","0","0","0","4672.88","26","56500","15","150.639","876","0","0","0.003","0.014","7.798","0","38.908","0","0.003","0","13.447","38.763","10.732","0.173","0.01","76","76","0","0","12","10","120","33108","2","0","27","62.5","16","0","375","3517","0","76","70","59","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1000","469","29","54","380802","6972","427","170998","3.7589","0.0704","3.6885","normal","True","False","False"
"2026/6/25 19:19:07","60.0246","60.0246","17","5.557","0.207","6.41","485","17","0.214041","0.214041","0.214041","0.214041","0","0","0","4672.88","26","56500","15","157.271","934","0","0","0.002","0.015","8.607","0","39.433","0","0.001","0","14.681","41.647","11.594","0.499","0.011","76","76","0","0","12","10","120","33108","2","0","27","62.5","0","0","375","3637","0","88","79","67","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1132","446","34","62","391433","6972","429","170998","3.1121","0.0697","3.0424","normal","True","False","False"
"2026/6/25 19:19:09","59.7217","59.7217","17","5.557","0.213","10.638","47","17","0.214041","0.214041","0.214041","0.214041","0","0","0","4667.91","26","61172","16","98.909","593","4","0","0.002","0.023","3.692","0","22.945","0","0","0","11.353","27.258","7.393","0.299","0.017","66","66","0","0","12","10","136","33108","0","0","18","62.5","0","0","375","3757","0","88","79","67","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1478","382","48","87","403641","7447","429","170998","3.7728","0.0762","3.6966","normal","True","False","False"
"2026/6/25 19:19:11","59.7265","59.7265","17","5.656","0.213","3.048","109","17","0.214041","0.214041","0.214041","0.214041","0","0","0","4667.91","26","61172","16","331.855","2026","4","0","0.002","0.002","8.793","0.004","78.459","0","0.007","0","41.256","92.905","23.117","27.462","0.012","66","66","0","0","0","22","280","33108","0","0","57","66.666","0","16","375","3877","0","89","79","67","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","415205","7504","430","170998","3.4186","0.0667","3.3519","normal","True","False","False"
"2026/6/25 19:19:13","60.3849","60.3849","19","5.656","0.214","6.41","313","19","0.216967","0.216967","0.216967","0.216967","0","0","0","4593.7","30","65781","17","157.482","957","4","0","0.003","0.015","5.427","0","36.118","0","0","0","16.373","43.727","14.359","0.556","0.01","78","78","0","0","12","14","184","36972","0","0","30","66.666","16","0","375","3998","0","89","79","67","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","19","5","5","11","True","1384","513","15","27","427515","7943","430","170998","3.6539","0.0651","3.5888","normal","True","False","False"
"2026/6/25 19:19:15","59.9447","59.9447","19","5.656","0.214","4.926","266","19","0.216967","0.216967","0.216967","0.216967","0","0","0","4593.7","30","65781","17","196.26","1193","4","0","0.003","0.02","6.149","0","36.051","0","0","0","17.934","46.871","11.253","38.853","0.011","78","78","0","0","12","14","184","36972","0","0","36","62.5","0","0","375","4119","0","89","79","67","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","19","5","5","11","True","1384","513","15","27","439579","7987","430","170998","8.2305","0.0769","8.1536","normal","True","False","False"
"2026/6/25 19:19:17","59.84","59.84","19","5.656","0.218","4.926","282","19","0.222222","0.222222","0.222222","0.222222","0","0","0","4493.42","28","70281","18","198.401","1232","27","0","0.002","0.018","6.165","0.001","40.701","0","0.003","0","16.406","46.125","13.154","37.231","0.012","78","78","0","0","12","12","160","36972","0","0","36","62.5","16","0","375","4239","0","89","79","67","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","19","5","5","11","True","1384","513","15","27","451897","8198","430","170998","3.4919","0.0842","3.4077","normal","True","False","False"
"2026/6/25 19:19:19","60.1009","60.1009","19","5.656","0.218","4.566","187","19","0.222222","0.222222","0.222222","0.222222","0","0","0","4493.42","28","70281","18","209.555","1247","2","0","0.002","0.013","5.715","0","37.821","0","0","0","18.008","49.828","11.584","44.036","0.01","78","78","0","0","12","12","160","36972","0","0","36","66.666","0","0","375","4360","0","100","87","75","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","19","5","5","11","True","1384","513","15","27","462725","8417","432","170998","8.1193","0.0768","8.0425","normal","True","False","False"
"2026/6/25 19:19:21","59.9186","59.9186","17","5.656","0.222","4.566","172","17","0.211909","0.211909","0.211909","0.211909","0","0","0","4718.09","26","75000","19","214.423","1256","2","0","0.002","0.013","7.118","0.001","39.561","0.001","0.002","0","17.761","49.753","14.679","44.441","0.011","78","78","0","0","12","12","160","36972","0","0","36","62.5","0","16","375","4481","0","100","87","75","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","11","True","1384","513","15","27","474769","8523","432","170998","3.8759","0.0696","3.8063","normal","True","False","False"
"2026/6/25 19:19:23","59.7168","59.7168","17","5.073","0.222","4.901","171","17","0.211909","0.211909","0.211909","0.211909","0","0","0","4718.09","26","75000","19","210.479","1253","0","0","0.001","0.013","5.005","0","40.472","0","0.003","0","18.933","50.309","13.758","43.855","0.011","78","78","0","0","12","10","120","36972","0","0","36","62.5","15","16","375","4601","0","100","87","75","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","11","True","1384","513","15","27","486914","8823","432","170998","3.1212","0.0771","3.0441","normal","True","False","False"
"2026/6/25 19:19:25","59.8539","59.8539","17","5.073","0.222","5.319","15","17","0.211909","0.211909","0.211909","0.211909","0","0","0","4718.09","26","75000","19","190.635","1126","0","0","0.002","0.017","5.776","0","35.706","0","0.001","0","14.157","45.161","11.948","42.84","0.01","78","78","0","0","12","10","120","33108","2","0","36","66.666","0","0","375","4721","0","110","95","82","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","497119","8827","434","170998","3.4755","0.0728","3.4027","normal","True","False","False"
"2026/6/25 19:19:27","60.1063","60.1063","17","5.073","0.212","7.142","141","17","0.208464","0.208464","0.208464","0.208464","0","0","0","4801.84","26","79797","20","147.039","959","92","0","0.003","0.023","5.459","0","37.105","0","0","0","11.738","44.945","11.758","0.345","0.013","78","78","0","0","12","10","120","33108","2","0","30","62.5","0","16","375","4842","0","110","95","82","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1761","490","25","45","509455","9235","434","170998","3.7608","0.0872","3.6736","normal","True","False","False"
"2026/6/25 19:19:29","59.7171","59.7171","17","5.073","0.212","9.174","94","17","0.208464","0.208464","0.208464","0.208464","0","0","0","4801.84","26","79797","20","107.688","662","2","0","0.002","0.017","4.326","0","23.014","0","0.003","0","12.721","29.811","7.469","0.312","0.01","68","68","0","0","12","10","133","33108","0","0","18","62.5","16","0","375","4963","0","110","95","82","True","True","True","0.001","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1541","507","21","39","521340","9249","434","170998","3.647","0.0707","3.5763","normal","True","False","False"
"2026/6/25 19:19:31","59.9093","59.9093","17","5.073","0.208","9.174","110","17","0.219925","0.219925","0.219925","0.219925","0","0","0","4540.12","26","0","21","104.88","642","10","0","0.002","0.013","4.754","0","23.94","0","0.002","0","11.36","25.997","7.057","0.569","0.01","68","68","0","0","12","10","133","33108","0","0","18","62.5","0","0","375","5083","0","110","95","82","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1382","519","19","34","533607","9461","434","170998","4.0693","0.0732","3.9961","normal","True","False","False"
"2026/6/25 19:19:33","60.8499","60.8499","17","5.792","0.208","9.174","250","17","0.219925","0.219925","0.219925","0.219925","0","0","0","4540.12","26","0","21","113.22","681","1","0","0.01","0.017","5.601","0","24.857","0","0.002","0","14.518","28.784","6.807","0.493","0.01","69","69","0","0","12","10","133","33108","0","0","18","62.5","140","109","375","5203","0","116","101","86","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1267","524","18","32","545094","9689","433","170998","4.6172","0.0841","4.5331","normal","True","False","False"
"2026/6/25 19:19:35","59.9606","59.9606","19","5.792","0.22","6.41","78","19","0.217723","0.217723","0.217723","0.217723","0","0","0","4581.39","30","4578","22","159.893","1080","107","0.001","0.003","0.023","7.074","0","36.323","0","0","0","17.693","45.607","13.69","0.531","0.011","80","80","0","0","12","14","181","36972","0","0","30","66.666","0","0","375","5324","0","118","103","88","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","19","6","6","10","True","1154","519","19","34","557176","9868","434","170998","3.0035","0.0616","2.9419","normal","True","False","False"
"2026/6/25 19:19:37","60.1243","60.1243","19","5.792","0.22","5.813","31","19","0.217723","0.217723","0.217723","0.217723","0","0","0","4581.39","30","4578","22","164.264","996","0","0","0.002","0.017","7.976","0","37.543","0.001","0.001","0","14.484","43.868","14.269","0.495","0.011","80","80","0","0","12","14","180","36972","0","0","30","62.5","0","0","375","5445","0","118","103","88","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","19","6","6","10","True","1059","510","21","38","569538","10135","434","170998","3.7407","0.0794","3.6613","normal","True","False","False"
"2026/6/25 19:19:39","59.9058","59.9058","19","5.792","0.22","5.813","16","19","0.217723","0.217723","0.217723","0.217723","0","0","0","4581.39","30","4578","22","168.711","998","4","0","0.002","0.018","6.603","0","41.944","0","0","0","17.924","46.892","12.442","1.236","0.011","78","78","0","0","12","14","184","36972","0","0","30","62.5","16","0","375","5565","0","130","112","96","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","19","6","6","10","True","1003","491","25","45","580130","10150","436","170998","3.4618","0.0653","3.3965","normal","True","False","False"
"2026/6/25 19:19:41","59.9057","59.9057","17","5.792","0.218","4.255","234","17","0.217675","0.217675","0.217675","0.217675","0","0","0","4595.64","28","9172","23","227.13","1436","115","0","0.002","0.021","7.722","0.002","36.637","0","0.002","0","17.911","97.879","25.455","0.503","0.011","80","80","0","0","12","12","157","36972","0","0","57","62.5","15","0","375","5685","0","130","112","96","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","10","True","1007","468","30","54","591987","10577","436","170998","3.617","0.0738","3.5432","normal","True","False","False"
"2026/6/25 19:19:43","60.1759","60.1759","17","5.792","0.218","4.587","94","17","0.217675","0.217675","0.217675","0.217675","0","0","0","4595.64","28","9172","23","220.429","1295","1","0","0.002","0.014","8.405","0.002","35.23","0","0.001","0","19.196","50.962","16.494","46.937","0.01","79","79","0","0","12","12","157","36972","0","0","39","66.666","0","0","375","5807","0","130","112","96","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","10","True","1205","431","38","68","603889","10586","436","170998","7.4555","0.105","7.3505","normal","True","False","False"
"2026/6/25 19:19:45","59.9823","59.9823","17","4.987","0.217","4","78","17","0.223764","0.223764","0.223764","0.223764","0","0","0","4458.67","26","13641","24","247.891","1523","54","0","0.002","0.017","8.088","0","35.228","0","0.003","0","10.178","85.493","30.838","39.093","0.009","78","78","0","0","12","10","120","33108","2","0","63","62.5","0","16","375","5927","0","130","112","96","True","True","True","0.002","0.034","0","0","1920","1080","0","0","1920","1080","17","6","6","8","True","1510","376","49","90","616077","10921","436","170998","3.9025","0.0727","3.8298","normal","True","False","False"
"2026/6/25 19:19:47","59.7116","59.7116","17","4.987","0.217","4.926","16","17","0.223764","0.223764","0.223764","0.223764","0","0","0","4458.67","26","13641","24","213.066","1382","1","0","0.002","0.016","10.135","0","24.208","0.001","0.003","0","18.704","63.098","23.281","31.962","0.02","76","76","0","0","12","10","120","33108","2","0","57","62.5","0","16","375","6047","0","130","112","96","True","True","True","0.003","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","628629","10984","436","170998","3.5457","0.0763","3.4694","normal","True","False","False"
"2026/6/25 19:19:49","59.717","59.717","17","4.987","0.224","2.906","140","17","0.243368","0.243368","0.243368","0.243368","0","0","0","4093.7","26","17750","25","337.571","888","4","0","0.002","0.016","5.074","0","177.45","0","0.001","0","37.173","43.116","18.841","0.125","0.012","66","66","0","0","12","10","136","33108","0","0","27","66.666","0","16","375","6167","0","139","119","103","True","True","True","0.017","0.034","0","0","1920","1080","0","0","1920","1080","17","5","5","9","True","1384","513","15","27","640793","11299","437","170998","4.0498","0.0746","3.9752","normal","True","False","False"
