"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","candidate_backoff_enabled","candidate_backoff_active_count","candidate_backoff_skipped_count","candidate_backoff_failure_count","candidate_backoff_success_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 20:00:39","59.9184","59.9184","0","40","16.129","62.5","0","0","57.0866","13.7795","13.7795","13.7795","0","1328","0","35.309","0","0","472","45","0","1","0","0","0.026","4","4","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","19","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","815074","75614","342","161966","3.9793","0.0544","3.9249","normal","False","False","True"
"2026/6/25 20:00:41","60.1888","60.1888","0","40","15.873","62.5","0","0","71","16","16","16","0","1446","0","35.555","0","0","505","45","0","1","0","0","0.028","4","4","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","19","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","828294","79417","339","161966","3.8876","0.0342","3.8534","normal","False","False","True"
"2026/6/25 20:00:43","59.9456","59.9456","0","40","16.129","62.5","15","0","72","16","16","16","0","1538","0","37.371","0","0","534","45","0","1","0","0","0.025","4","4","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","6","0","0","0","0","0","0","66.666","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","840065","82841","337","161966","3.6183","0.0511","3.5672","normal","False","False","True"
"2026/6/25 20:00:45","59.8836","59.8836","0","40","15.873","32.258","0","0","73","16","16","16","0","1650","0","35.302","0","0","567","45","0","1","0","0","0.03","5","4","0","0.001","0.002","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","17","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","853098","86595","333","161966","3.5839","0.0478","3.5361","normal","False","False","True"
"2026/6/25 20:00:47","61.4836","61.4836","0","40","15.873","62.5","0","0","70","16","16","16","0","1754","0","38.354","0","0","597","45","0","1","0","0","0.025","4","4","0","0.001","0.001","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","17","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","865554","90188","331","161966","3.8583","0.0541","3.8042","normal","False","False","True"
"2026/6/25 20:00:49","59.764","59.764","0","40","15.873","62.5","15","0","71","16","16","16","0","1865","0","36.765","0","0","630","45","0","1","0","0","0.026","4","4","0","0.001","0.001","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","17","6","0","0","0","0","0","0","66.666","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","878453","93903","328","161966","4.0828","0.0434","4.0394","normal","False","False","True"
"2026/6/25 20:00:51","61.6273","61.6273","0","40","15.873","32.258","0","0","71","16","16","16","0","1974","0","36.351","0","0","662","45","0","1","0","0","0.02","4","4","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","891338","97608","325","161966","3.805","0.0439","3.7611","normal","False","False","True"
"2026/6/25 20:00:53","59.9164","59.9164","0","40","15.873","32.258","0","0","70","16","16","16","0","2084","0","35.538","0","0","694","45","0","1","0","0","0.03","4","4","0","0.003","0.001","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","6","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","904206","101362","322","161966","3.6572","0.0447","3.6125","normal","False","False","True"
"2026/6/25 20:00:55","59.3528","59.3528","0","40","15.873","32.258","0","0","65","16","16","16","0","2176","0","38.69","0","0","723","45","0","1","0","0","0.021","4","4","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","6","6","0","0","0","0","0","0","62.5","0","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","915846","104741","320","161966","3.6951","0.0463","3.6488","normal","False","False","True"
"2026/6/25 20:00:57","58.3273","58.3273","0","40","16.129","32.258","0","0","72","16","16","16","0","2286","0","38.477","0","0","756","45","0","1","0","0","0.027","4","4","0","0.001","0.002","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","1","6","6","0","0","0","0","0","0","66.666","16","0","282","6447","0","158","132","111","True","True","True","0","0.03","0","0","1920","1080","0","0","1920","1080","0","0","0","0","False","0","0","0","0","928814","108438","317","161966","7.9104","0.0538","7.8566","normal","False","False","True"
