"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 18:30:56","59.9117","59.9117","17","6.009","0.259","2.785","125","17","62.5","0","0","156","592","0","18","16","14","True","True","True","0.002","0.013","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","1516","571","20","37","85645","1654","385","162244","3.3131","0.072","3.2411","normal","True","False","False"
"2026/6/25 18:30:58","59.9268","59.9268","19","6.009","0.282","2.369","93","19","66.666","0","0","156","714","0","18","16","14","True","True","True","0.001","0.015","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1516","571","20","37","99938","2065","388","162244","3.3935","0.0753","3.3182","normal","True","False","False"
"2026/6/25 18:31:00","61.6409","61.6409","19","6.009","0.275","5.847","0","19","66.666","0","0","156","834","0","18","16","14","True","True","True","0.003","0.018","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1516","571","20","37","113637","2246","390","162244","3.8289","0.0803","3.7486","normal","True","False","False"
"2026/6/25 18:31:02","59.9327","59.9327","19","6.009","0.275","3.759","234","19","62.5","0","16","156","955","0","18","16","14","True","True","True","0.003","0.018","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1516","571","20","37","127207","2510","394","162244","3.8784","0.0823","3.7961","normal","True","False","False"
"2026/6/25 18:31:04","59.3567","59.3567","19","6.009","0.276","3.194","125","19","62.5","0","0","157","1076","0","27","24","21","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1516","572","20","36","139017","2702","406","162244","3.7889","0.0805","3.7084","normal","True","False","False"
"2026/6/25 18:31:06","59.7566","59.7566","17","6.009","0.276","5.813","47","17","62.5","0","0","157","1196","0","27","24","21","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","1516","571","20","37","152820","2931","407","162244","3.3359","0.0749","3.261","normal","True","False","False"
"2026/6/25 18:31:08","58.5108","58.5108","17","4.917","0.279","5.813","62","17","62.5","15","0","157","1316","0","27","24","21","True","True","True","0.001","0.018","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","1515","563","20","37","166678","3136","408","162244","6.9615","0.0708","6.8907","normal","True","False","False"
"2026/6/25 18:31:10","59.7452","59.7452","17","4.917","0.279","5.319","78","17","66.666","16","16","157","1437","0","36","31","28","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","1514","564","20","36","179537","3335","413","162244","2.7727","0.0683","2.7044","normal","True","False","False"
"2026/6/25 18:31:12","59.965","59.965","17","4.917","0.245","7.142","141","17","62.5","0","0","157","1558","0","36","31","28","True","True","True","0.003","0.018","0","0","1920","1080","0","0","1920","1080","17","7","7","7","True","114","553","32","34","193500","3536","413","162244","7.8616","0.0753","7.7863","normal","True","False","False"
"2026/6/25 18:31:14","58.6552","58.6552","17","4.917","0.245","7.092","63","17","62.5","0","16","157","1678","0","36","31","28","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","17","8","8","6","True","1814","622","26","47","207569","3771","413","162244","3.7799","0.0699","3.71","normal","True","False","False"
"2026/6/25 18:31:16","59.946","59.946","17","4.917","0.249","9.174","94","17","66.666","0","0","172","1798","0","47","40","36","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","0","511","50","90","220121","3995","417","162244","3.8241","0.0721","3.752","normal","True","False","False"
"2026/6/25 18:31:18","58.5238","58.5238","17","6.565","0.249","8","47","17","66.666","16","0","172","1919","0","47","40","36","True","True","True","0.001","0.018","0","0","1920","1080","0","0","1920","1080","17","7","7","7","True","116","525","48","87","234104","4219","416","162244","3.7761","0.0708","3.7053","normal","True","False","False"
