"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 19:47:55","58.8967","58.8967","19","19.2","0.577","32.258","16","19","0.566251","0.566251","0.566251","0.566251","0","0","0","1762.33","23","0","38","1107","21","1","17","0","30.98","231","39","0","0.002","0.024","1.746","0.001","1.188","0","0","0","8.063","0","0.001","0.356","0.015","69","69","0","0","17","2","40","36972","0","0","0","62.5","0","0","172","4204","0","91","72","62","True","True","True","0.002","0.025","0","0","1920","1080","0","0","1920","1080","19","10","10","6","True","578","567","24","43","481018","19389","399","162014","5.7264","0.0935","5.6329","normal","True","False","False"
"2026/6/25 19:47:57","59.8363","59.8363","19","19.2","0.566","21.276","78","19","0.556483","0.556483","0.556483","0.556483","0","0","0","1794.25","23","0","39","1108","21","1","17","0","45.575","310","1","0","0.002","0.022","1.45","0","1.439","0","0","0","11.57","0","0","2.451","0.011","69","69","0","0","17","2","37","36972","0","0","0","62.5","0","16","172","4324","0","91","72","62","True","True","True","0.002","0.025","0","0","1920","1080","0","0","1920","1080","19","10","10","6","True","578","567","24","43","495036","20045","398","162014","10.3999","0.0854","10.3145","normal","True","False","False"
"2026/6/25 19:47:59","58.918","58.918","19","16","0.556","31.25","0","19","0.524659","0.524659","0.524659","0.524659","0","0","0","1897.82","23","0","40","1089","21","1","17","0","33.669","211","2","0","0.001","0.016","1.246","0.001","0.003","0","0","0","8.208","0","0","0.911","0.012","52","52","0","0","17","2","40","36972","0","0","0","62.5","0","0","172","4445","0","99","79","68","True","True","True","0.002","0.025","0","0","1920","1080","0","0","1920","1080","19","10","10","6","True","578","566","24","43","507360","20566","400","162014","10.5616","0.097","10.4646","normal","True","False","False"
"2026/6/25 19:48:01","59.8452","59.8452","19","16","0.525","16.129","47","19","0.547046","0.547046","0.547046","0.547046","0","0","0","1835.72","23","0","41","1113","21","1","17","0","56.687","385","2","0","0.002","0.024","2.053","0.001","0.002","0","0","0","15.363","0","0","0.571","0.01","68","68","0","0","17","2","40","36972","0","0","0","62.5","15","0","172","4565","0","99","79","68","True","True","True","0.003","0.05","0","0","1920","1080","0","0","1920","1080","19","10","10","6","True","578","567","24","43","521337","21074","399","162014","5.7755","0.0874","5.6881","normal","True","False","False"
"2026/6/25 19:48:03","59.7711","59.7711","17","19.392","0.542","21.276","15","17","0.542299","0.542299","0.542299","0.542299","0","0","0","1831.24","23","0","42","1104","21","1","17","0","41.347","275","2","0","0.002","0.023","1.271","0","0.003","0","0","0","11.04","0","0","0.591","0.012","68","68","0","0","17","2","40","36972","0","0","0","66.666","0","0","172","4685","0","99","79","68","True","True","True","0.002","0.05","0","0","1920","1080","0","0","1920","1080","17","10","10","6","True","578","567","24","43","535131","21560","399","162014","5.3495","0.0671","5.2824","normal","True","False","False"
"2026/6/25 19:48:05","59.6914","59.6914","17","19.392","0.547","32.258","16","17","0.571429","0.571429","0.571429","0.571429","0","0","0","1748.34","21","0","43","1091","21","1","17","0","25.814","162","0","0","0.01","0.029","1.458","0","0","0","0","0","9.62","0","0","0.45","0.01","68","68","0","0","17","0","0","36972","0","0","0","62.5","0","16","172","4806","0","109","87","75","True","True","True","0.004","0.05","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","578","566","24","43","547273","22047","400","162014","10.55","0.0871","10.4629","normal","True","False","False"
"2026/6/25 19:48:07","59.8406","59.8406","17","18.029","0.567","21.276","31","17","0.481232","0.481232","0.481232","0.481232","0","0","0","2074.99","21","0","44","1105","21","1","17","0","49.454","311","0","0","0.002","0.017","2.177","0.944","9.418","0","0","0","6.851","8.852","1.61","0.271","0.016","53","53","0","0","15","2","24","33108","2","0","6","62.5","0","0","172","4926","0","109","87","75","True","True","True","0.003","0.05","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","578","567","24","43","561178","22512","400","162014","5.6266","0.0576","5.569","normal","True","False","False"
"2026/6/25 19:48:09","59.9113","59.9113","17","18.11","0.577","31.25","0","17","0.547046","0.547046","0.547046","0.547046","0","0","0","1817.33","21","0","46","1113","20","1","16","0","25.905","212","39","0","0.002","0.015","1.6","0","0.001","0","0","0","6.787","0","0.001","0.301","0.009","45","45","0","0","15","2","40","33108","0","0","0","62.5","0","16","172","5047","0","109","87","75","True","True","True","0.001","0.05","0","0","1920","1080","0","0","1920","1080","17","9","9","5","True","578","567","24","43","575030","23124","399","162014","5.5421","0.0754","5.4667","normal","True","False","False"
"2026/6/25 19:48:11","60.9184","60.9184","19","18.11","0.547","21.276","15","19","0.6035","0.6035","0.6035","0.6035","0","0","0","1643.83","23","0","47","1128","21","1","17","0","30.166","189","6","0","0.002","0.023","1.56","0","0.002","0","0","0","7.252","0","0","0.377","0.011","68","68","0","0","17","2","40","36972","0","0","0","66.666","0","16","172","5167","0","109","87","75","True","True","True","0.004","0.05","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","578","566","24","43","589291","23771","399","162014","10.4562","0.0896","10.3666","normal","True","False","False"
"2026/6/25 19:48:13","59.9584","59.9584","19","20.534","0.609","21.739","235","19","0.529101","0.529101","0.529101","0.529101","0","0","0","1891.58","23","0","48","1108","21","1","17","0","47.784","353","16","0","0.002","0.019","1.783","0","0.002","0","0","0","12.365","0","0","0.297","0.014","51","51","0","0","17","2","40","36972","0","0","0","5.813","31","15","172","5288","0","118","96","83","True","True","True","0.002","0.05","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","578","567","23","43","601733","24300","399","162912","5.667","0.0925","5.5745","normal","True","False","False"
"2026/6/25 19:48:15","59.3345","59.3345","19","17.143","0.525","32.258","16","19","0.515996","0.515996","0.515996","0.515996","0","0","0","1926.65","23","0","49","1099","21","1","17","0","27.873","179","4","0","0.002","0.015","1.372","0.001","0.002","0","0","0","6.759","0","0","0.465","0.012","51","51","0","0","17","2","40","36972","0","0","0","62.5","0","0","172","5408","0","118","96","83","True","True","True","0.005","0.05","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","578","567","24","43","615514","24860","399","162912","7.9321","0.0888","7.8433","normal","True","False","False"
"2026/6/25 19:48:17","59.7978","59.7978","19","17.143","0.52","21.276","15","19","0.556483","0.556483","0.556483","0.556483","0","0","0","1790.41","23","0","50","1093","21","1","17","0","34.185","280","63","0","0.002","0.02","1.486","0.001","0.004","0","0","0","7.656","0","0","1.387","0.014","68","68","0","0","17","2","40","36972","0","0","0","62.5","15","0","172","5529","0","118","96","83","True","True","True","0.002","0.05","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","578","566","24","43","629759","25653","398","162912","5.3268","0.1005","5.2263","normal","True","False","False"
"2026/6/25 19:48:19","59.7535","59.7535","19","18.916","0.556","32.258","15","19","0.566572","0.566572","0.566572","0.566572","0","0","0","1769.91","23","0","51","1115","21","1","17","0","39.868","298","28","0","0.002","0.018","2.035","0","0.002","0","0","0","7.054","0","0","1.407","0.014","68","68","0","0","17","2","40","36972","0","0","0","66.666","0","15","172","5649","0","130","104","90","True","True","True","0.002","0.05","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","578","567","24","43","641404","25983","400","162912","5.5455","0.0948","5.4507","normal","True","False","False"
"2026/6/25 19:48:21","59.9266","59.9266","19","18.916","0.561","21.739","16","19","0.473934","0.473934","0.473934","0.473934","0","0","0","2100.34","23","0","52","1090","21","1","17","0","49.09","327","2","0","0.002","0.015","1.481","0.001","0.002","0","0","0","13.025","0","0","0.542","0.011","51","51","0","0","17","2","40","36972","0","0","0","62.5","0","0","172","5770","0","130","104","90","True","True","True","0.002","0.05","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","578","567","24","43","655539","26713","399","162912","5.5272","0.0915","5.4357","normal","True","False","False"
"2026/6/25 19:48:23","60.1089","60.1089","17","18.553","0.474","21.276","16","17","0.551876","0.551876","0.551876","0.551876","0","0","0","1797.25","22","0","53","1096","21","1","17","0","36.527","244","1","0","0.002","0.019","1.441","0","0.001","0","0","0","10.228","0","0","2.372","0.011","51","51","0","0","17","1","20","36972","0","0","0","62.5","0","0","172","5891","0","130","104","90","True","True","True","0.002","0.05","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","578","566","24","43","669428","27233","399","162912","5.6516","0.0918","5.5598","normal","True","False","False"
