"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_failed_count","scan_publish_attempt_count","scan_publish_success_count","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_root_ms","scan_list_read_ms","scan_slot_walk_ms","scan_record_build_ms","scan_match_link_ms","scan_cn_ne_target_map_ms","scan_cn_ne_self_validation_ms","scan_component_only_validation_ms","scan_dynamic_pair_ms","scan_finalize_ms","scan_dma_reads_delta","scan_dma_fail_delta","scan_list_read_count","scan_list_read_fail_count","scan_list_fallback_read_count","scan_record_add_attempt_count","scan_record_duplicate_count","scan_record_header_read_count","scan_record_header_fail_count","scan_record_remote_fallback_read_count","scan_pool_id_read_count","scan_match_lookup_count","scan_match_lookup_hit_count","scan_add_pair_attempt_count","scan_add_pair_duplicate_count","scan_link_decrypt_attempt_count","scan_link_decrypt_success_count","scan_playable_validation_attempt_count","scan_playable_validation_success_count","scan_cn_ne_map_candidate_count","scan_cn_ne_target_map_attempt_count","scan_cn_ne_target_map_success_count","scan_cn_ne_bucket_entry_scan_count","scan_component_only_validation_attempt_count","scan_component_only_validation_success_count","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_prepare_requested_count","hot_scatter_prepare_success_count","hot_scatter_prepare_fail_count","hot_scatter_execute_count","hot_scatter_execute_fail_count","hot_scatter_bytes_requested","hot_scatter_bytes_read","hot_scatter_short_read_count","hot_scatter_batch_items","hot_scatter_batch_requests","hot_scatter_estimated_unique_pages","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","visibility_scatter_hit_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","base_decrypt_success_count","base_decrypt_fail_count","skeleton_cache_hit_count","skeleton_cache_miss_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_due_count","skill_read_count","skill_skipped_not_due_count","entity_record_created_count","entity_record_updated_actor_count","entity_record_link_changed_count","entity_record_link_changed_same_component_count","entity_record_link_changed_component_changed_count","entity_record_link_changed_same_hero_count","entity_record_link_changed_hero_changed_count","entity_record_link_changed_hero_unknown_count","entity_record_link_changed_match_key_count","entity_record_link_changed_link_key_count","entity_record_link_changed_component_key_count","entity_record_mark_missing_count","entity_record_mark_dead_count","entity_record_expired_count","component_cache_hit_count","component_cache_miss_count","component_cache_invalidate_interval_count","component_cache_invalidate_link_change_count","component_cache_invalidate_health_resurrect_count","component_cache_invalidate_hero_change_count","component_cache_link_change_previous_match_id_known_count","component_cache_link_change_previous_match_id_zero_count","component_cache_link_change_previous_match_id_unknown_count","component_cache_link_change_record_alias_hit_count","component_cache_link_change_record_alias_miss_count","component_cache_link_change_record_published_count","component_cache_link_change_record_bases_valid_count","component_cache_link_change_record_match_key_count","component_cache_link_change_record_link_key_count","component_cache_link_change_record_component_key_count","dynamic_cache_created_count","dynamic_cache_reused_count","dynamic_cache_replaced_count","dynamic_cache_expired_count","record_store_enabled","record_store_size","record_store_fresh_count","record_store_missing_count","record_store_dead_count","record_store_expired_count","record_store_bases_valid_count","record_store_dynamic_valid_count","record_store_published_valid_count","sdk_component_key_cache_hit_count","sdk_component_key_cache_miss_count","sdk_begin_frame_scan_count","sdk_begin_frame_process_count","sdk_begin_frame_unknown_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","render_prediction_candidates","render_prediction_applied","render_prediction_world_delta_fallback","render_prediction_max_lead_ms","render_prediction_max_offset_cm","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/26 13:08:54","315.614","315.614","17","6.575","0.249","8","47","17","1.88902","1.88902","0.236128","0.236128","0","5","5","30","0","0","4191.74","28","15","5","0.327","3.875","0.008","1445.83","1211.83","2239.56","15.052","422.259","0.003","0","26395","435","4","0","0","16384","1","1106","0","1107","1106","17","17","43","17","1157","17","1106","0","2316","34","34","17","1159","5","1106","26","0","0","0","122.031","833","32","0","0.002","0.017","9.736","0.003","19.677","0","0","0","14.87","30.94","8.754","0.316","0.011","76","76","76","0","10","0","75796","75796","0","12","48","74","76","0","0","17","12","12","160","95","65","12","5","36060","0","0","9","27","12","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","12","2","10","0","2","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","6","199","0","66.666","0","0","172","5015","0","95","76","68","True","True","True","0.002","0.018","0","0","1920","1080","0","0","1920","1080","17","10","10","17","3","1","100","45","6","True","1530","735","26","48","122878","2262","398","165437","3.0092","0.8218","2.1874","normal","True","True","False"
"2026/6/26 13:08:56","278.391","278.391","17","6.575","0.249","6.41","125","17","1.88902","1.88902","0.236128","0.236128","0","5","5","30","0","0","4191.74","28","15","5","0.327","3.875","0.008","1445.83","1211.83","2239.56","15.052","422.259","0.003","0","26395","435","4","0","0","16384","1","1106","0","1107","1106","17","17","43","17","1157","17","1106","0","2316","34","34","17","1159","5","1106","26","0","0","0","157.262","989","2","0","0.002","0.022","10.531","0.006","34.449","0.001","0.004","0.002","19.684","39.092","8.738","0.425","0.01","76","76","76","0","10","0","75796","75796","0","12","48","74","76","0","0","17","12","12","160","95","65","12","5","36060","0","0","9","27","12","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","12","2","10","0","2","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","6","209","0","62.5","0","0","172","5618","0","148","120","107","True","True","True","0.001","0.022","0","0","1920","1080","0","0","1920","1080","17","9","9","15","0","0","0","0","7","True","1649","742","24","44","134592","2485","405","165437","2.7773","0.7532","2.0241","normal","True","True","False"
"2026/6/26 13:08:58","279.904","279.904","17","6.575","0.238","9.09","46","17","0.705882","0.705882","0.235294","0.235294","0","6","6","42","0","0","4222.9","26","62","6","1.058","5.378","0.008","1318.25","1425.65","2418.36","19.761","397.417","0.006","0","26284","398","4","0","0","16384","1","1104","0","1105","1104","17","17","43","17","1154","17","1104","0","2309","34","34","17","1155","5","1104","26","0","0","0","115.088","770","34","0","0.003","0.032","8.673","0.005","26.389","0","0.002","0","12.915","26.236","8.635","0.463","0.011","76","76","76","0","10","0","75796","75796","0","12","48","74","76","0","0","17","12","10","120","95","25","12","5","32196","2","0","9","27","12","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","10","0","10","0","2","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","7","221","0","66.666","0","0","172","6222","0","148","120","107","True","True","True","0.001","0.042","0","0","1920","1080","0","0","1920","1080","17","9","9","17","4","1","100","45","5","True","1740","736","23","42","147721","2582","405","165437","2.7979","0.8404","1.9575","normal","True","True","False"
"2026/6/26 13:09:00","322.575","322.575","17","6.575","0.238","6.41","0","17","0.705882","0.705882","0.235294","0.235294","0","6","6","42","0","0","4222.9","26","62","6","1.058","5.378","0.008","1318.25","1425.65","2418.36","19.761","397.417","0.006","0","26284","398","4","0","0","16384","1","1104","0","1105","1104","17","17","43","17","1154","17","1104","0","2309","34","34","17","1155","5","1104","26","0","0","0","148.854","1020","5","0","0.002","0.022","10.834","0.007","23.438","0.002","0","0","13.176","28.947","16.842","1.042","0.012","76","76","76","0","10","0","75796","75796","0","12","48","74","76","0","0","17","12","10","120","95","25","12","5","32196","2","0","9","27","12","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","10","0","10","0","2","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","7","233","0","62.5","0","16","172","6811","0","148","120","107","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","9","9","15","0","0","0","0","5","True","1700","738","24","43","160840","2869","405","165437","3.1153","0.8257","2.2896","normal","True","True","False"
"2026/6/26 13:09:02","296.142","296.142","17","5.757","0.232","10.638","16","17","3.15152","3.15152","0.242424","0.242424","0","7","7","49","0","0","4053.86","26","47","7","0.644","5.381","0.007","1342.85","1214.2","2210.51","21.311","405.941","0.003","0","26363","378","4","0","0","16384","5","1125","0","1130","1125","17","17","41","17","1175","17","1125","0","2355","34","34","17","1180","3","1125","24","0","0","0","90.885","611","41","0","0.007","0.041","4.974","0.002","15.679","0","0.002","0.001","12.554","18.734","4.268","0.443","0.009","65","65","65","0","7","0","63868","63868","0","12","48","68","65","0","0","15","12","10","136","61","75","12","3","32196","0","0","5","15","12","0","0","4","4","0","0","4","0","4","0","0","0","0","0","12","10","0","10","0","2","10","0","0","10","0","8","8","10","0","0","0","4","0","0","1","21","19","0","2","0","15","4","17","0","0","8","248","0","62.5","0","0","172","7412","0","148","120","107","True","True","True","0.001","0.042","0","0","1920","1080","0","0","1920","1080","17","9","9","17","5","1","100","45","5","True","1572","747","26","47","173867","2963","406","165437","3.4598","0.8691","2.5907","normal","True","True","False"
"2026/6/26 13:09:04","81.452","81.452","17","5.757","0.232","3.048","94","17","3.15152","3.15152","0.242424","0.242424","0","7","7","49","0","0","4053.86","26","47","7","0.644","5.381","0.007","1342.85","1214.2","2210.51","21.311","405.941","0.003","0","26363","378","4","0","0","16384","5","1125","0","1130","1125","17","17","41","17","1175","17","1125","0","2355","34","34","17","1180","3","1125","24","0","0","0","336.257","2146","2","0","0.007","0.004","20.44","0.016","61.34","0.002","0.002","0","42.963","79.023","29.768","18.461","0.008","66","66","66","0","19","0","66100","66100","0","0","0","68","66","0","0","15","0","22","277","197","80","0","15","32196","0","0","17","54","0","0","0","4","4","0","0","4","0","4","0","0","0","0","0","0","22","12","10","0","2","10","0","0","10","0","8","8","10","0","0","0","4","0","0","1","21","19","0","2","0","15","4","17","0","0","8","264","0","62.5","0","16","172","7891","0","148","120","107","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","9","9","15","0","0","0","0","5","True","1450","710","27","50","187035","3282","405","165437","12.8912","9.1526","3.7386","normal","True","True","False"
"2026/6/26 13:09:06","88.5016","88.5016","17","5.757","0.244","2.463","47","17","1.97677","1.97677","0.247097","0.247097","0","8","8","79","0","0","3992.26","30","171","8","1.348","3.544","0.007","1263.28","1166.9","2293.07","12.156","365.598","0.005","0","24896","438","4","0","0","16384","3","1111","0","1114","1111","17","17","43","17","1162","17","1111","0","2324","34","34","17","1162","5","1111","26","0","0","0","397.922","1143","1","0","0.003","0.003","11.152","0.01","49.098","0","0.005","0","25.839","51.564","176.088","17.788","0.009","65","65","65","0","18","0","63868","63868","0","0","0","68","65","0","0","15","0","22","279","195","84","0","15","32196","0","0","17","54","0","0","0","4","4","0","0","4","0","4","0","0","0","0","0","0","22","12","10","0","2","10","0","0","10","0","8","8","10","0","0","0","4","0","0","1","21","19","0","2","0","15","4","17","0","0","9","278","0","62.5","15","0","172","8065","0","163","132","118","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","10","10","15","0","0","0","0","4","True","1432","711","27","49","198667","3336","409","165437","11.4647","8.4688","2.9959","normal","True","True","False"
"2026/6/26 13:09:08","79.7139","79.7139","19","5.757","0.244","2.785","94","19","1.97677","1.97677","0.247097","0.247097","0","8","8","79","0","0","3992.26","30","171","8","1.348","3.544","0.007","1263.28","1166.9","2293.07","12.156","365.598","0.005","0","24896","438","4","0","0","16384","3","1111","0","1114","1111","17","17","43","17","1162","17","1111","0","2324","34","34","17","1162","5","1111","26","0","0","0","360.566","2356","4","0.002","0.009","0.004","20.157","0.017","80.214","0.001","0.006","0","48.68","87.448","30.068","22.75","0.009","79","79","79","0","23","0","81456","81456","0","0","0","77","79","0","0","17","0","26","328","232","96","0","17","36060","0","0","22","69","0","0","0","10","10","0","4","6","0","10","0","0","0","0","0","0","26","12","14","0","3","14","0","0","14","0","12","12","14","0","0","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","9","290","0","62.5","0","16","172","8227","0","163","132","118","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1550","746","26","48","212233","3716","408","165437","11.0918","8.9858","2.106","normal","True","True","False"
"2026/6/26 13:09:10","79.8169","79.8169","19","5.757","0.24","4.566","94","19","7.72105","7.72105","0.249066","0.249066","0","9","9","102","0","0","3845.55","30","141","9","0.91","3.183","0","1290.46","1178.64","2071.02","17.562","404.175","0.003","0","25580","416","4","0","0","16384","1","1116","0","1117","1116","17","17","43","17","1166","17","1116","0","2333","34","34","17","1167","5","1116","26","0","0","0","214.423","1413","4","0","0.003","0.003","6.399","0.01","48.139","0","0.003","0","24.46","62.061","20.069","12.789","0.008","79","79","79","0","23","0","81456","81456","0","0","0","77","79","0","0","17","0","26","328","232","96","0","17","36060","0","0","22","69","0","0","0","10","10","0","4","6","0","10","0","0","0","0","0","0","26","12","14","0","3","14","0","0","14","0","12","12","14","0","0","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","10","300","0","62.5","16","0","172","8389","0","163","132","118","True","True","True","0.003","0.042","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1681","740","24","43","225446","3768","407","165437","12.0851","9.134","2.9511","normal","True","True","False"
"2026/6/26 13:09:12","79.9519","79.9519","19","6.575","0.24","4.587","204","19","7.72105","7.72105","0.249066","0.249066","0","9","9","102","0","0","3845.55","30","141","9","0.91","3.183","0","1290.46","1178.64","2071.02","17.562","404.175","0.003","0","25580","416","4","0","0","16384","1","1116","0","1117","1116","17","17","43","17","1166","17","1116","0","2333","34","34","17","1167","5","1116","26","0","0","0","207.992","1348","2","0","0.002","0.022","9.526","0.006","34.869","0","0.001","0","22.909","45.176","18.393","33.822","0.013","79","79","79","0","12","0","81456","81456","0","12","48","77","79","0","0","17","12","14","181","101","80","12","5","36060","0","0","11","36","12","0","0","10","10","0","4","6","0","10","0","0","0","0","0","12","14","0","14","0","3","14","0","0","14","0","12","12","14","0","0","0","4","0","0","1","23","21","0","2","0","17","4","19","0","0","10","311","0","62.5","0","0","172","8545","0","165","132","118","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1740","736","23","42","237641","4107","409","165437","11.3364","8.6179","2.7185","normal","True","True","False"
"2026/6/26 13:09:14","79.3863","79.3863","17","6.575","0.24","5.813","125","17","7.72105","7.72105","0.249066","0.249066","0","9","9","102","0","0","3845.55","30","141","9","0.91","3.183","0","1290.46","1178.64","2071.02","17.562","404.175","0.003","0","25580","416","4","0","0","16384","1","1116","0","1117","1116","17","17","43","17","1166","17","1116","0","2333","34","34","17","1167","5","1116","26","0","0","0","174.574","1129","0","0","0.002","0.023","8.775","0.004","36.672","0.001","0.002","0","19.962","33.511","12.581","0.888","0.01","80","80","80","0","13","0","83688","83688","0","12","48","77","80","0","0","17","12","14","180","103","77","12","5","36060","0","0","10","30","12","0","0","10","10","0","4","6","0","10","0","0","0","0","0","12","14","0","14","0","3","14","0","0","12","2","10","12","12","0","0","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","10","322","0","66.666","0","0","172","8713","0","165","132","118","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","11","11","15","0","0","0","0","5","True","1681","740","24","43","250983","4139","409","165437","13.8489","9.1489","4.7","normal","True","True","False"
"2026/6/26 13:09:16","91.9759","91.9759","17","6.575","0.25","5.347","219","17","5.42741","5.42741","0.226142","0.226142","0","10","10","105","0","0","4273.64","28","16","10","0.795","3.871","0.007","1513.74","1232.94","2251.48","15.771","427.47","0.012","0","27211","395","4","0","0","16384","1","1105","0","1106","1105","17","17","43","17","1155","17","1105","0","2311","34","34","17","1156","5","1105","26","0","0","0","195.102","1313","2","0","0.003","0.023","10.406","0.003","34.501","0","0.002","0","21.37","39.211","11.046","25.524","0.009","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","12","160","95","65","12","5","36060","0","0","11","36","12","0","0","10","10","0","4","6","0","10","0","0","0","0","0","12","12","2","10","0","3","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","21","0","0","0","17","4","17","0","0","11","334","0","62.5","47","31","172","8893","0","167","132","118","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","11","11","15","0","0","0","0","5","True","1571","748","26","46","264308","4511","407","165437","9.5084","7.0201","2.4883","normal","True","True","False"
"2026/6/26 13:09:18","88.6713","88.6713","17","6.575","0.25","7.092","0","17","5.42741","5.42741","0.226142","0.226142","0","10","10","105","0","0","4273.64","28","16","10","0.795","3.871","0.007","1513.74","1232.94","2251.48","15.771","427.47","0.012","0","27211","395","4","0","0","16384","1","1105","0","1106","1105","17","17","43","17","1155","17","1105","0","2311","34","34","17","1156","5","1105","26","0","0","0","142.387","905","2","0","0.002","0.017","6.409","0.005","37.603","0.001","0","0","10.167","34.212","13.673","0.307","0.011","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","12","160","95","65","12","5","32196","2","0","10","30","12","0","0","10","10","0","4","6","0","10","0","0","0","0","0","12","12","2","10","0","3","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","11","344","0","62.5","0","0","172","9068","0","179","144","129","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","9","9","17","4","1","100","45","5","True","1417","711","28","51","276228","4522","410","165437","13.2845","8.481","4.8035","normal","True","True","False"
"2026/6/26 13:09:20","90.1832","90.1832","17","6.575","0.233","8","125","17","0.937647","0.937647","0.234412","0.234412","0","11","11","115","0","0","4247.51","26","62","11","0.561","5.464","0.003","1326.04","1400.85","2402.96","20.81","420.9","0.003","0","26584","383","4","0","0","16384","2","1109","0","1111","1109","17","17","42","17","1159","17","1109","0","2318","34","34","17","1159","4","1109","25","0","0","0","137.485","920","21","0","0.002","0.024","6.528","0.005","27.96","0","0.001","0","9.904","33.598","18.655","0.789","0.009","78","78","78","0","11","0","79224","79224","0","12","48","76","78","0","0","17","12","10","120","95","25","12","5","32196","2","0","10","30","12","0","0","10","10","0","4","6","0","10","0","0","0","0","0","12","10","0","10","0","3","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","12","357","0","66.666","0","15","172","9248","0","179","144","129","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","8","8","15","0","0","0","0","6","True","1437","709","28","51","289784","4891","409","165437","11.1848","8.2444","2.9404","normal","True","True","False"
"2026/6/26 13:09:22","91.9833","91.9833","17","5.681","0.233","10.638","62","17","0.937647","0.937647","0.234412","0.234412","0","11","11","115","0","0","4247.51","26","62","11","0.561","5.464","0.003","1326.04","1400.85","2402.96","20.81","420.9","0.003","0","26584","383","4","0","0","16384","2","1109","0","1111","1109","17","17","42","17","1159","17","1109","0","2318","34","34","17","1159","4","1109","25","0","0","0","97.928","656","4","0","0.003","0.021","3.506","0","14.949","0.001","0.001","0","13.223","23.926","9.024","1.298","0.009","66","66","66","0","7","0","65064","65064","0","12","48","67","66","0","0","15","12","10","136","57","79","12","3","32196","0","0","6","18","12","0","0","6","6","0","0","6","0","6","0","0","0","0","0","12","10","0","10","0","3","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","21","19","0","2","0","17","4","17","0","0","12","372","0","66.666","16","0","172","9424","0","179","144","129","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","17","10","10","17","4","1","100","45","4","True","1589","746","26","46","302980","4953","409","165437","12.1739","8.4501","3.7238","normal","True","True","False"
"2026/6/26 13:09:24","74.9311","74.9311","19","5.681","0.233","6.41","31","19","2.70803","2.70803","0.246184","0.246184","0","12","12","119","0","0","3992.08","28","16","12","0.157","3.091","0.002","1329.63","1126.54","2152.34","18.535","433.212","0.002","0","26743","435","4","0","0","16384","2","1125","0","1127","1125","15","15","39","15","1175","16","1125","0","2352","32","30","15","1177","5","1125","24","0","0","0","149.54","965","4","0","0.002","0.024","5.892","0.003","22.197","0.001","0.004","0","11.82","30.178","7.461","35.124","0.01","68","68","68","0","8","0","68492","68492","0","12","48","73","68","0","0","15","12","12","160","73","87","12","3","32196","0","0","8","27","12","0","0","4","4","0","0","4","0","4","0","0","0","0","0","12","12","2","10","0","2","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","23","21","0","2","0","19","4","19","0","0","13","389","0","66.666","0","0","172","9586","0","179","144","129","True","True","True","0.003","0.042","0","0","1920","1080","0","0","1920","1080","19","11","11","19","4","1","100","46","5","True","1705","738","24","43","316591","5364","408","165437","12.916","9.4868","3.4292","normal","True","True","False"
"2026/6/26 13:09:26","74.9535","74.9535","19","5.681","0.233","8","16","19","2.70803","2.70803","0.246184","0.246184","0","12","12","119","0","0","3992.08","28","16","12","0.157","3.091","0.002","1329.63","1126.54","2152.34","18.535","433.212","0.002","0","26743","435","4","0","0","16384","2","1125","0","1127","1125","15","15","39","15","1175","16","1125","0","2352","32","30","15","1177","5","1125","24","0","0","0","132.712","901","4","0","0.002","0.027","6.621","0.006","24.227","0","0.002","0","14.853","27.738","10.967","0.579","0.011","68","68","68","0","8","0","68492","68492","0","12","48","73","68","0","0","15","12","12","160","73","87","12","3","32196","0","0","7","21","12","0","0","4","4","0","0","4","0","4","0","0","0","0","0","12","12","2","10","0","2","10","0","0","10","0","10","10","10","0","0","0","4","0","0","1","23","21","0","2","0","19","4","19","0","0","13","400","0","66.666","16","0","172","9735","0","190","153","137","True","True","True","0.003","0.042","0","0","1920","1080","0","0","1920","1080","19","11","11","17","0","0","0","0","5","True","1740","735","23","43","327797","5413","411","165437","14.3816","9.1218","5.2598","normal","True","True","False"
"2026/6/26 13:09:28","75.9926","75.9926","19","5.681","0.248","8","94","19","1.13071","1.13071","0.226142","0.226142","0","13","13","122","0","0","4394.22","30","16","13","3.182","4.239","0.003","1333.89","1452.75","2540.3","15.462","431.86","0.004","0","26835","466","4","0","0","16384","1","1102","0","1103","1102","17","17","43","17","1153","17","1102","0","2305","34","34","17","1152","5","1102","26","0","0","0","115.647","804","35","0","0.001","0.017","5.839","0.001","25.655","0","0.001","0","13.744","31.037","7.936","0.159","0.008","76","76","76","0","10","0","75796","75796","0","12","48","77","76","0","0","17","12","14","184","95","89","12","5","36060","0","0","9","27","12","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","14","0","14","0","2","14","0","0","14","0","14","14","14","0","0","0","4","0","0","1","23","21","0","2","0","19","4","19","0","0","14","413","0","62.5","0","0","172","9880","0","190","153","137","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","19","10","10","19","5","1","100","45","6","True","1647","742","24","44","341182","5771","411","165437","18.7677","10.0806","8.6871","normal","True","True","False"
"2026/6/26 13:09:30","63.2984","63.2984","19","6.784","0.248","4.566","156","19","1.13071","1.13071","0.226142","0.226142","0","13","13","122","0","0","4394.22","30","16","13","3.182","4.239","0.003","1333.89","1452.75","2540.3","15.462","431.86","0.004","0","26835","466","4","0","0","16384","1","1102","0","1103","1102","17","17","43","17","1153","17","1102","0","2305","34","34","17","1152","5","1102","26","0","0","0","222.132","1467","4","0","0.002","0.023","6.883","0.004","28.789","0.001","0.002","0","19.611","65.15","19.275","27.263","0.018","76","76","76","0","10","0","75796","75796","0","12","48","77","76","0","0","17","12","14","184","95","89","12","5","36060","0","0","17","54","5","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","14","0","14","0","2","14","0","0","14","0","14","14","14","0","0","0","4","0","0","1","23","21","0","2","0","19","4","19","0","0","14","423","0","62.5","0","0","172","10019","0","190","153","137","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","19","10","10","17","0","0","0","0","6","True","1547","742","26","47","354495","5855","410","165437","16.7768","9.2568","7.52","normal","True","True","False"
"2026/6/26 13:09:32","76.5075","76.5075","19","6.784","0.226","6.41","235","19","1.04058","1.04058","0.260146","0.260146","0","14","14","127","0","0","3826.35","29","31","14","0.585","3.082","0.001","1265.11","1138.64","2114.76","14.507","372.01","0.005","0","25738","434","4","0","0","16384","2","1104","0","1106","1104","17","17","43","17","1156","17","1104","0","2311","34","34","17","1155","5","1104","26","0","0","0","157.689","1063","42","0","0.002","0.019","6.805","0.003","27.173","0","0","0","18.032","52.039","15.502","0.185","0.01","76","76","76","0","10","0","75796","75796","0","12","48","77","76","0","0","17","12","13","172","95","77","12","5","36060","0","0","16","48","5","0","0","8","8","0","4","4","0","8","0","0","0","0","0","12","13","1","12","0","2","12","0","0","12","0","12","12","12","0","0","0","4","0","0","1","23","21","0","2","0","19","4","19","0","0","15","435","0","32.258","16","0","172","10162","0","202","164","146","True","True","True","0.002","0.042","0","0","1920","1080","0","0","1920","1080","19","9","9","17","0","0","0","0","7","True","1422","711","28","51","366844","6194","411","165437","13.8789","8.533","5.3459","normal","True","True","False"
