"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","scan_loop_hz","scan_due_hz","scan_started_hz","scan_completed_hz","scan_skip_pending_count","scan_skip_not_due_count","scan_overwritten_count","scan_get_ow_entities_ms","scan_result_raw_count","scan_pending_age_ms","scan_generation","scan_detail_records","scan_detail_total_pairs","scan_light_scan_enabled","scan_light_unvalidated_pairs","scan_light_cap_hits","entity_cycle_ms","entity_cycle_dma_reads_delta","entity_cycle_dma_fail_delta","phase_consume_scan_ms","phase_previous_snapshot_copy_ms","phase_hot_scatter_prepare_ms","phase_hot_scatter_execute_ms","phase_base_cache_ms","phase_base_decrypt_ms","phase_health_ms","phase_hero_ms","phase_visibility_ms","phase_skeleton_ms","phase_skill_ms","phase_team_name_ms","phase_local_select_ms","phase_publish_ms","hot_scatter_requested_count","hot_scatter_success_count","hot_scatter_partial_count","hot_scatter_fallback_read_count","base_cache_hit_count","base_cache_miss_count","base_decrypt_attempt_count","cold_base_budget_enabled","cold_base_budget_limit","cold_base_budget_used_count","cold_base_deferred_count","candidate_backoff_enabled","candidate_backoff_min_failures","candidate_backoff_active_count","candidate_backoff_blocked_count","candidate_backoff_skipped_count","candidate_backoff_failure_count","candidate_backoff_soft_failure_count","candidate_backoff_probe_count","candidate_backoff_success_count","skeleton_block_read_bytes","skeleton_fallback_get_bone_pos_count","visibility_fallback_count","skill_read_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","render_viewmatrix_age_ms","render_viewmatrix_max_age_ms","render_viewmatrix_uses","render_viewmatrix_missing_publish_uses","render_viewmatrix_over_16ms","render_viewmatrix_over_33ms","render_viewmatrix_over_50ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 20:33:32","59.9209","59.9209","19","24.773","0.496","32.258","32","19","0.512033","0.512033","0.512033","0.512033","0","0","0","1954.38","23","0","14","1073","21","1","17","0","23.259","154","0","0","0.001","0.016","1.299","0","0","0","0","0","6.895","0","0","1.012","0.011","42","42","0","0","14","0","0","1","2","0","0","1","2","5","5","5","0","0","0","0","31464","0","0","0","62.5","0","0","172","1591","0","39","32","27","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","599","16","29","185034","6050","383","163625","7.7019","0.0771","7.6248","normal","True","False","False"
"2026/6/25 20:33:34","60.1212","60.1212","17","27.039","0.512","32.258","31","17","0.547046","0.547046","0.547046","0.547046","0","0","0","1820.46","21","0","15","1090","19","1","15","0","24.518","163","0","0","0.002","0.015","1.083","0","0","0","0","0","5.871","0","0","0.605","0.01","56","56","0","0","14","0","0","1","2","0","0","1","2","5","3","3","0","0","0","0","31464","0","0","0","62.5","15","16","172","1711","0","39","32","27","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1819","692","35","64","199012","6458","382","163625","3.8248","0.0825","3.7423","normal","True","False","False"
"2026/6/25 20:33:36","58.5239","58.5239","17","27.039","0.547","12.82","16","17","0.592768","0.592768","0.592768","0.592768","0","0","0","1686.02","21","0","16","1072","19","1","15","0","70.182","478","0","0","0.002","0.013","2.681","0.003","11.166","0.001","0","0","8.144","9.256","4.366","1.498","0.011","40","40","0","0","8","8","24","1","2","2","6","1","2","5","1","1","0","0","0","0","22776","0","0","6","66.666","16","0","172","1831","0","49","40","33","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1819","691","36","66","211442","6862","385","163625","3.8633","0.0822","3.7811","normal","True","False","False"
"2026/6/25 20:33:38","60.0992","60.0992","17","20.87","0.525","12.82","31","17","0.633714","0.633714","0.633714","0.633714","0","0","0","1581.44","21","0","18","1093","21","1","17","0","68.924","489","20","0","0.002","0.018","2.192","0.976","14.834","0","0.001","0","8.993","9.48","4.095","0.298","0.013","50","50","0","0","14","2","24","1","2","2","0","1","2","3","1","1","0","0","0","0","31464","2","0","6","66.666","16","16","172","1952","0","49","40","33","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","10","10","4","True","1780","646","29","52","225654","7397","384","163625","8.0326","0.0796","7.953","normal","True","False","False"
"2026/6/25 20:33:40","59.9261","59.9261","17","20.87","0.627","10.752","16","17","0.598086","0.598086","0.598086","0.598086","0","0","0","1662.71","21","0","19","1092","21","1","17","0","97.789","701","46","0","0.001","0.016","2.947","0.001","13.789","0","0","0","15.237","17.939","3.662","16.278","0.011","60","60","0","0","13","2","24","1","2","2","0","1","2","4","2","2","0","0","0","0","33108","0","0","9","62.5","0","0","172","2072","0","50","40","33","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","10","10","4","True","1599","622","27","48","239122","7920","384","163625","3.7307","0.0775","3.6532","normal","True","False","False"
"2026/6/25 20:33:42","59.8604","59.8604","19","16.625","0.604","15.873","94","19","0.587199","0.587199","0.587199","0.587199","0","0","0","1700.31","23","0","20","1111","21","1","17","0","48.541","334","1","0","0.002","0.02","2.219","0","0.001","0","0","0","11.721","0.001","0","0.597","0.011","51","51","0","0","17","1","20","1","2","1","0","1","2","4","2","1","1","0","1","0","36972","0","0","0","62.5","0","0","172","2193","0","50","40","33","True","True","True","0.001","0.022","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1714","624","28","51","253410","8511","383","163625","3.9765","0.0736","3.9029","normal","True","False","False"
"2026/6/25 20:33:44","59.9789","59.9789","19","17.457","0.582","9.174","0","19","0.609385","0.609385","0.609385","0.609385","0","0","0","1637.24","23","0","21","1098","21","1","17","0","113.66","779","0","0","0.002","0.02","2.141","0.001","14.365","0","0","0","15.033","25.415","4.458","19.886","0.016","68","68","0","0","15","2","24","1","2","2","0","1","2","4","2","2","0","0","0","0","36972","0","0","9","66.666","0","0","172","2314","0","50","40","33","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","600","16","29","267433","8895","383","163625","7.9553","0.0741","7.8812","normal","True","False","False"
"2026/6/25 20:33:46","58.5502","58.5502","19","17.457","0.61","32.258","110","19","0.609385","0.609385","0.609385","0.609385","0","0","0","1638.81","23","0","23","1095","21","1","17","0","33.594","238","6","0","0.002","0.021","1.457","0","0","0","0","0","4.968","0","0","1.191","0.012","51","51","0","0","17","0","0","1","2","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","32.258","0","0","172","2435","0","50","40","33","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1810","691","35","64","281423","9353","382","163625","7.2367","0.0859","7.1508","normal","True","False","False"
"2026/6/25 20:33:48","60.294","60.294","19","16.133","0.609","9.09","15","19","0.542299","0.542299","0.542299","0.542299","0","0","0","1834.2","23","0","24","1090","21","1","17","0","104.788","758","38","0","0.001","0.018","1.984","0.001","11.211","0","0.001","0","11.681","18.036","1.692","29.538","0.013","68","68","0","0","15","2","24","1","2","2","0","1","2","4","2","2","0","0","0","0","36972","0","0","9","66.666","0","15","172","2555","0","59","48","40","True","True","True","0.001","0.022","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1854","691","38","68","294093","9808","385","163625","3.8335","0.0812","3.7523","normal","True","False","False"
"2026/6/25 20:33:50","60.1073","60.1073","19","16.133","0.542","66.666","0","19","0.621504","0.621504","0.621504","0.621504","0","0","0","1614.28","23","0","25","1076","21","1","17","0","21.633","154","9","0","0.002","0.017","1.137","0","0","0","0","0","8.466","0","0","0.305","0.01","51","51","0","0","17","0","0","1","2","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","66.666","0","15","172","2675","0","60","48","40","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","599","16","29","308138","10319","384","163625","3.8721","0.0749","3.7972","normal","True","False","False"
"2026/6/25 20:33:52","59.9315","59.9315","19","20.422","0.615","32.258","16","19","0.528821","0.528821","0.528821","0.528821","0","0","0","1878.88","23","0","26","1092","21","1","17","0","23.088","170","18","0","0.002","0.017","1.256","0","0","0","0","0","7.035","0","0","0.574","0.01","51","51","0","0","17","0","0","1","2","0","0","1","2","4","2","2","0","0","0","0","36972","0","0","0","66.666","16","0","172","2795","0","60","48","40","True","True","True","0.004","0.022","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1727","624","28","51","322022","10813","383","163625","3.8642","0.0697","3.7945","normal","True","False","False"
"2026/6/25 20:33:55","59.9271","59.9271","17","23.139","0.533","66.666","32","17","0.537924","0.537924","0.537924","0.537924","0","0","0","1847.36","21","0","27","1082","21","1","17","0","23.445","155","0","0","0.002","0.018","1.423","0","0","0","0","0","8.027","0","0","0.304","0.01","51","51","0","0","17","0","0","1","2","0","0","1","2","4","2","0","0","0","0","0","36972","0","0","0","62.5","0","0","172","2916","0","60","48","40","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1599","621","27","49","336150","11303","382","163625","3.8907","0.074","3.8167","normal","True","False","False"
"2026/6/25 20:33:57","59.9581","59.9581","17","23.41","0.538","32.258","0","17","0.43535","0.43535","0.43535","0.43535","0","0","0","2289.79","21","0","28","1083","21","1","17","0","30.134","212","7","0","0.004","0.024","1.377","0","0","0","0","0","8.363","3.681","1.738","0.262","0.009","68","68","0","0","17","0","0","1","2","0","0","1","2","4","2","0","0","0","0","0","36972","0","0","3","62.5","15","0","172","3037","0","69","55","46","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","12","12","4","True","1773","644","29","53","347856","11500","385","163625","3.8357","0.0789","3.7568","normal","True","False","False"
"2026/6/25 20:33:59","58.3934","58.3934","17","29.098","0.435","32.258","16","17","0.484966","0.484966","0.484966","0.484966","0","0","0","2071.69","21","0","29","1076","21","1","17","0","26.126","182","10","0","0.002","0.019","1.944","0.571","0","0","0","0","6.7","0","0","1.99","0.01","68","68","0","0","17","0","0","1","2","0","0","1","2","4","0","0","0","0","0","0","33108","2","0","0","62.5","0","0","172","3158","0","69","55","46","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","10","10","4","True","1803","690","36","65","361545","11869","384","163625","3.8327","0.0746","3.7581","normal","True","False","False"
"2026/6/25 20:34:01","58.5534","58.5534","17","26.293","0.481","32.258","16","17","0.477555","0.477555","0.477555","0.477555","0","0","0","2080.65","21","0","30","1110","21","1","17","0","21.406","153","6","0","0.002","0.02","2.025","0.595","0","0","0","0","4.078","0","0","1.178","0.008","67","67","0","0","17","0","0","1","2","0","0","1","2","2","0","0","0","0","0","0","33108","2","0","0","62.5","0","16","172","3279","0","69","55","46","True","True","True","0.002","0.022","0","0","1920","1080","0","0","1920","1080","17","10","10","4","True","1885","692","38","68","375603","12288","383","163625","7.1944","0.0747","7.1197","normal","True","False","False"
"2026/6/25 20:34:03","59.9169","59.9169","19","30","0.481","4.566","125","19","0.48852","0.48852","0.48852","0.48852","0","0","0","2039.51","23","0","31","1112","21","1","17","0","223.285","437","17","0","0.002","0.015","2.622","0","7.581","0","0","0","17.767","8.311","1.538","0.416","0.016","68","68","0","0","15","2","24","1","2","2","0","1","2","3","2","2","0","0","0","0","36972","0","0","6","62.5","0","0","172","3401","0","78","63","53","True","True","True","0.002","0.023","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","600","16","29","388148","12635","385","163625","8.0516","0.0775","7.9741","normal","True","False","False"
"2026/6/25 20:34:05","58.4088","58.4088","19","30","0.489","32.258","16","19","0.470588","0.470588","0.470588","0.470588","0","0","0","2128.33","23","0","32","1092","21","1","17","0","25.848","177","4","0","0.002","0.019","1.209","0","0","0","0","0","8.213","0","0","0.735","0.009","51","51","0","0","17","0","0","1","2","0","0","1","2","3","2","2","0","0","0","0","36972","0","0","0","62.5","0","0","172","3521","0","78","63","53","True","True","True","0.011","0.023","0","0","1920","1080","0","0","1920","1080","19","11","11","5","True","1250","599","16","29","401966","13048","384","163625","3.9327","0.0755","3.8572","normal","True","False","False"
"2026/6/25 20:34:07","59.8611","59.8611","19","24.311","0.467","9.09","15","19","0.507872","0.507872","0.507872","0.507872","0","0","0","1960.23","23","0","33","1067","21","1","17","0","97.82","707","34","0","0.002","0.024","3.387","0.002","5.332","0","0","0","15.801","20.317","6.219","16.77","0.013","68","68","0","0","15","2","24","1","2","2","0","1","2","3","2","2","0","0","0","0","36972","0","0","15","66.666","0","0","172","3641","0","78","63","53","True","True","True","0.002","0.023","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1664","623","27","50","415899","13484","384","163625","3.6826","0.0802","3.6024","normal","True","False","False"
"2026/6/25 20:34:09","59.9651","59.9651","19","27.039","0.508","32.258","15","19","0.529101","0.529101","0.529101","0.529101","0","0","0","1887.05","23","0","34","1091","21","1","17","0","37.612","269","15","0","0.002","0.024","1.361","0","0","0","0","0","11.834","0","0","0.571","0.013","68","68","0","0","17","0","0","1","2","0","0","1","2","3","2","2","0","0","0","0","36972","0","0","0","66.666","0","0","172","3761","0","89","72","60","True","True","True","0.002","0.023","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1601","620","28","51","428297","13950","386","163946","3.804","0.0788","3.7252","normal","True","False","False"
"2026/6/25 20:34:11","59.7615","59.7615","19","18.639","0.529","21.739","16","19","0.592417","0.592417","0.592417","0.592417","0","0","0","1672.77","23","0","35","1089","21","1","17","0","38.239","268","9","0","0.003","0.025","1.694","0.001","0","0","0","0","5.354","8.8","0.98","0.452","0.01","68","68","0","0","17","0","0","1","2","0","0","1","2","3","2","2","0","0","0","0","36972","0","0","6","62.5","0","16","172","3882","0","90","72","60","True","True","True","0.004","0.023","0","0","1920","1080","0","0","1920","1080","19","13","13","3","True","1835","670","30","54","441845","14533","387","163946","8.2797","0.0854","8.1943","normal","True","False","False"
"2026/6/25 20:34:13","59.7804","59.7804","19","18.639","0.598","31.25","0","19","0.571429","0.571429","0.571429","0.571429","0","0","0","1747.86","23","0","36","1069","21","1","17","0","31.25","207","0","0","0.002","0.022","1.561","0","0","0","0","0","8.518","0","0","1.013","0.012","68","68","0","0","17","0","0","1","2","0","0","1","2","3","2","2","0","0","0","0","36972","0","0","0","62.5","0","0","172","4003","0","90","72","60","True","True","True","0.002","0.023","0","0","1920","1080","0","0","1920","1080","19","12","12","4","True","1895","692","38","69","455819","14940","387","163946","4.1181","0.0748","4.0433","normal","True","False","False"
"2026/6/25 20:34:15","59.9644","59.9644","17","20.107","0.571","9.09","15","17","0.587199","0.587199","0.587199","0.587199","0","0","0","1689.87","21","0","37","1096","21","1","17","0","113.133","768","0","0","0.002","0.02","3.026","0.001","11.069","0","0","0","14.149","28.709","6.273","18.739","0.013","55","55","0","0","15","2","24","1","2","2","0","1","2","3","0","0","0","0","0","0","36972","0","0","15","66.666","0","16","172","4123","0","90","72","60","True","True","True","0.002","0.023","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","1251","599","16","29","469701","15328","387","163946","3.0069","0.0834","2.9235","normal","True","False","False"
"2026/6/25 20:34:17","58.4111","58.4111","17","22.067","0.593","10.752","0","17","0.598086","0.598086","0.598086","0.598086","0","0","0","1660.49","21","0","39","1076","21","1","17","0","94.043","669","31","0","0.001","0.018","2.59","0.002","10.039","0","0.001","0","13.63","22.734","5.886","15.247","0.015","53","53","0","0","15","2","24","1","2","2","0","1","2","3","0","0","0","0","0","0","36972","0","0","15","62.5","15","0","172","4243","0","90","72","60","True","True","True","0.002","0.023","0","0","1920","1080","0","0","1920","1080","17","11","11","5","True","1250","599","16","29","483612","15765","387","163946","7.4386","0.0819","7.3567","normal","True","False","False"
"2026/6/25 20:34:19","58.7048","58.7048","17","22.067","0.604","12.82","78","17","0.598086","0.598086","0.598086","0.598086","0","0","0","1671.75","21","0","40","1100","21","1","17","0","73.631","436","16","0","0.001","0.017","4.691","0.879","8.962","0","0","0","15.263","7.189","4.531","0.983","0.011","56","56","0","0","12","5","24","1","2","2","3","1","2","3","0","0","0","0","0","0","31176","0","0","6","66.666","0","0","172","4364","0","99","79","66","True","True","True","0.001","0.044","0","0","1920","1080","0","0","1920","1080","17","10","10","4","True","1878","677","29","54","495986","16191","388","163946","3.9781","0.0793","3.8988","normal","True","False","False"
"2026/6/25 20:34:21","60.0144","60.0144","17","17.376","0.593","16.129","94","17","0.529101","0.529101","0.529101","0.529101","0","0","0","1888.96","21","0","41","1090","21","1","17","0","62.408","457","29","0","0.001","0.013","2.545","0.957","6.002","0","0","0","19.509","7.37","3.445","0.395","0.015","47","47","0","0","13","2","24","1","2","2","0","1","2","5","2","2","0","0","0","0","31464","1","0","6","62.5","0","0","172","4484","0","99","79","66","True","True","True","0.004","0.044","0","0","1920","1080","0","0","1920","1080","17","9","9","4","True","1614","622","27","49","510172","16755","388","163946","7.4745","0.0824","7.3921","normal","True","False","False"
"2026/6/25 20:34:23","59.9696","59.9696","18","20.209","0.529","10.638","16","18","0.566251","0.566251","0.566251","0.566251","0","0","0","1752.38","22","0","42","1118","20","1","16","0","99.222","808","108","0","0.002","0.015","5.208","0.292","10.845","0","0.001","0","13.512","14.417","3.012","19.983","0.01","50","50","0","0","14","2","24","1","2","2","0","1","2","5","2","2","0","0","0","0","33396","1","0","12","62.5","0","0","172","4605","0","99","79","66","True","True","True","0.004","0.044","0","0","1920","1080","0","0","1920","1080","18","11","11","3","True","1628","622","27","49","524357","17379","387","163946","3.8643","0.0575","3.8068","normal","True","False","False"
"2026/6/25 20:34:25","58.6527","58.6527","19","25.263","0.571","16.129","94","19","0.587199","0.587199","0.587199","0.587199","0","0","0","1697.31","23","0","43","1095","20","1","16","0","59.558","404","0","0","0.001","0.017","3.671","0.002","5.496","0","0","0","14.312","9.095","3.212","0.407","0.012","50","50","0","0","14","2","24","1","2","2","0","1","2","5","3","3","0","0","0","0","35328","0","0","9","62.5","15","0","172","4725","0","99","79","66","True","True","True","0.002","0.044","0","0","1920","1080","0","0","1920","1080","19","11","11","4","True","1892","676","30","55","538363","17778","387","163946","4.0901","0.0789","4.0112","normal","True","False","False"
"2026/6/25 20:34:27","61.3467","61.3467","20","25.263","0.587","32.258","78","20","0.474158","0.474158","0.474158","0.474158","0","0","0","2103.18","24","0","44","1079","21","1","17","0","32.3","218","0","0","0.001","0.02","1.383","0","0","0","0","0","9.604","0","0","0.412","0.012","66","66","0","0","17","0","0","1","2","0","0","1","2","5","3","3","0","0","0","0","36972","0","0","0","62.5","15","15","172","4846","0","109","87","73","True","True","True","0.002","0.044","0","0","1920","1080","0","0","1920","1080","20","11","11","5","True","1250","599","16","29","550370","18183","389","163946","7.3946","0.1062","7.2884","normal","True","False","False"
