"captured_at","fps","render_fps","entity_count","entity_process_hz","entity_scan_hz","entity_publish_hz","entity_publish_age_ms","entity_publish_count","viewmatrix_publish_hz","viewmatrix_publish_age_ms","view_matrix_ok","view_matrix_resolved","view_matrix_valid","snapshot_entities_copy_ms","snapshot_entities_copy_max_ms","snapshot_dynamic_copy_ms","snapshot_dynamic_copy_max_ms","manual_width","manual_height","detected_width","detected_height","resolved_wx","resolved_wy","player_info_input","player_info_projected","player_info_drawn","skipped_world_to_screen","sample_projected_available","sample_projected_left","sample_projected_top","sample_projected_width","sample_projected_height","dma_total","dma_failed","dma_avg_latency_us","dma_max_latency_us","render_frame_ms","render_callback_ms","present_ms","render_mode","player_info_called","skill_info_called","entity_list_empty"
"2026/6/25 7:39:40","0","0","12","22.189","0","21.276","63","12","62.5","16","True","True","True","0.001","0.01","0","0","1920","1080","0","0","1920","1080","12","1","1","7","True","754","550","66","121","61361","3134","252","161765","4.6755","0.0728","4.6027","normal","True","False","False"
"2026/6/25 7:39:41","0","0","12","22.189","0","15.873","15","12","62.5","15","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","5","5","3","True","1083","688","54","99","68314","3134","258","161765","2.7916","0.0814","2.7102","normal","True","False","False"
"2026/6/25 7:39:42","0","0","12","15.178","0.247","12.82","47","12","32.258","16","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","6","6","2","True","970","403","82","148","75643","3630","261","161765","2.7177","0.0771","2.6406","normal","True","False","False"
"2026/6/25 7:39:43","61.8885","61.8885","12","15.178","0.247","32.258","31","12","66.666","31","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","1","1","7","True","800","227","92","168","80456","4082","279","161765","2.8548","0.0506","2.8042","normal","True","False","False"
"2026/6/25 7:39:44","43.8358","43.8358","12","15.178","0.247","21.276","15","12","62.5","15","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","1","1","7","True","360","540","52","95","87766","4686","280","161765","4.8127","0.07","4.7427","normal","True","False","False"
"2026/6/25 7:39:45","232.229","232.229","12","16.769","0.247","31.25","62","12","66.666","16","True","True","True","0.003","0.01","0","0","1920","1080","0","0","1920","1080","12","7","7","1","True","1255","326","36","66","94643","4686","282","161765","4.0025","0.0692","3.9333","normal","True","False","False"
"2026/6/25 7:39:46","0","0","12","16.769","0.247","31.25","62","12","66.666","16","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","7","7","1","True","1461","285","40","73","101307","4686","284","161765","2.8202","0.0858","2.7344","normal","True","False","False"
"2026/6/25 7:39:48","0","0","12","16.769","0.247","21.276","16","12","31.25","0","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","7","7","1","True","844","539","33","61","107963","4691","287","161765","2.9784","0.0945","2.8839","normal","True","False","False"
"2026/6/25 7:39:49","0","0","12","16.769","0.161","21.276","78","12","66.666","78","True","True","True","0.002","0.01","0","0","1920","1080","0","0","1920","1080","12","0","0","7","False","0","0","0","0","114382","4736","289","161765","2.8118","0.0677","2.7441","normal","True","False","False"
"2026/6/25 7:39:50","0","0","12","15.674","0.161","21.276","16","12","66.666","16","True","True","True","0.012","0.012","0","0","1920","1080","0","0","1920","1080","12","5","5","1","True","576","581","20","36","120634","5337","296","161765","2.9219","0.0806","2.8413","normal","True","False","False"
